smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID
BRD-K41951173	BRD-K41951173-001-05-0	LSM-43699	LSM-17085
BRD-K96448807	BRD-K96448807-001-05-5	LSM-43700	LSM-17090
BRD-K06203014	BRD-K06203014-001-05-2	LSM-43701	LSM-17110
BRD-K24536086	BRD-K24536086-001-06-4	LSM-43702	LSM-17111
BRD-K50932361	BRD-K50932361-001-05-0	LSM-43703	LSM-17123
BRD-K10760636	BRD-K10760636-001-05-3	LSM-43704	LSM-17131
BRD-K67167793	BRD-K67167793-001-05-2	LSM-43705	LSM-17142
BRD-K83317599	BRD-K83317599-001-05-9	LSM-43706	LSM-17148
BRD-K13284741	BRD-K13284741-001-05-3	LSM-43707	LSM-17154
BRD-K92036736	BRD-K92036736-001-05-8	LSM-43708	LSM-17165
BRD-K37052916	BRD-K37052916-001-07-1	LSM-43709	LSM-17166
BRD-K75791788	BRD-K75791788-001-05-6	LSM-43710	LSM-17171
BRD-K48488834	BRD-K48488834-001-05-7	LSM-43711	LSM-17184
BRD-K45499578	BRD-K45499578-001-05-7	LSM-43712	LSM-17191
BRD-K79815658	BRD-K79815658-001-08-0	LSM-43713	LSM-17205
BRD-K10247312	BRD-K10247312-001-05-2	LSM-43714	LSM-17207
BRD-K73359880	BRD-K73359880-001-05-1	LSM-43715	LSM-17227
BRD-K50749858	BRD-K50749858-001-05-8	LSM-43716	LSM-17257
BRD-K16460672	BRD-K16460672-001-05-9	LSM-43717	LSM-17287
BRD-K49623464	BRD-K49623464-001-05-5	LSM-43718	LSM-17288
BRD-K04342277	BRD-K04342277-001-05-2	LSM-43719	LSM-17342
BRD-K62883304	BRD-K62883304-001-06-9	LSM-43720	LSM-17356
BRD-K40631496	BRD-K40631496-001-06-7	LSM-43721	LSM-17375
BRD-K82283938	BRD-K82283938-001-06-2	LSM-43722	LSM-17381
BRD-A44986668	BRD-A44986668-001-05-7	LSM-43723	LSM-17393
BRD-K46407589	BRD-K46407589-001-05-6	LSM-43724	LSM-17407
BRD-K73306486	BRD-K73306486-001-04-3	LSM-43725	LSM-17408
BRD-K20960840	BRD-K20960840-001-05-9	LSM-43726	LSM-17417
BRD-K48050041	BRD-K48050041-001-05-4	LSM-43727	LSM-17436
BRD-K54141134	BRD-K54141134-001-01-9	LSM-43728	LSM-17442
BRD-K89447678	BRD-K89447678-001-01-1	LSM-43729	LSM-17455
BRD-K59843356	BRD-K59843356-001-01-6	LSM-43730	LSM-17468
BRD-K00086692	BRD-K00086692-001-01-5	LSM-43731	LSM-17483
BRD-K76457661	BRD-K76457661-001-01-4	LSM-43732	LSM-17487
BRD-K62852603	BRD-K62852603-001-01-3	LSM-43733	LSM-17500
BRD-K53402320	BRD-K53402320-001-01-0	LSM-43734	LSM-17503
BRD-K11672894	BRD-K11672894-001-01-5	LSM-43735	LSM-17508
BRD-K12959846	BRD-K12959846-001-01-4	LSM-43736	LSM-17514
BRD-K30436657	BRD-K30436657-001-01-9	LSM-43737	LSM-17524
BRD-K35253118	BRD-K35253118-001-01-6	LSM-43738	LSM-17527
BRD-K33346587	BRD-K33346587-001-01-2	LSM-43739	LSM-17530
BRD-K59667434	BRD-K59667434-001-01-5	LSM-43740	LSM-17532
BRD-K45172622	BRD-K45172622-001-01-5	LSM-43741	LSM-17538
BRD-K65399214	BRD-K65399214-001-01-3	LSM-43742	LSM-17551
BRD-K04468899	BRD-K04468899-001-01-2	LSM-43743	LSM-17556
BRD-K42809349	BRD-K42809349-001-01-7	LSM-43744	LSM-17571
BRD-K41306114	BRD-K41306114-001-01-8	LSM-43745	LSM-17615
BRD-K40292034	BRD-K40292034-001-01-8	LSM-43746	LSM-17628
BRD-K59159023	BRD-K59159023-001-01-0	LSM-43747	LSM-17633
BRD-K94082609	BRD-K94082609-001-01-3	LSM-43748	LSM-17639
BRD-K59606563	BRD-K59606563-001-01-6	LSM-43749	LSM-17645
BRD-K22485581	BRD-K22485581-001-01-7	LSM-43750	LSM-17646
BRD-K97332312	BRD-K97332312-001-01-7	LSM-43751	LSM-17675
BRD-K54837058	BRD-K54837058-001-01-4	LSM-43752	LSM-17680
BRD-K74626943	BRD-K74626943-001-01-6	LSM-43753	LSM-17682
BRD-K65969715	BRD-K65969715-001-01-7	LSM-43754	LSM-17703
BRD-K51898211	BRD-K51898211-001-01-3	LSM-43755	LSM-17705
BRD-K14597872	BRD-K14597872-001-01-7	LSM-43756	LSM-17721
BRD-K57784254	BRD-K57784254-001-01-7	LSM-43757	LSM-17728
BRD-K82115725	BRD-K82115725-001-01-4	LSM-43758	LSM-17733
BRD-K69269415	BRD-K69269415-001-01-1	LSM-43759	LSM-17740
BRD-K95159965	BRD-K95159965-001-11-5	LSM-43760	LSM-18395
BRD-K61108991	BRD-K61108991-001-03-7	LSM-43761	LSM-18397
BRD-A21765353	BRD-A21765353-001-06-0	LSM-43762	LSM-18399
BRD-K72468780	BRD-K72468780-001-06-0	LSM-43763	LSM-18418
BRD-K68029780	BRD-K68029780-001-05-8	LSM-43764	LSM-18420
BRD-K06945574	BRD-K06945574-001-05-0	LSM-43765	LSM-18443
BRD-K93579229	BRD-K93579229-001-07-6	LSM-43766	LSM-18446
BRD-K62275715	BRD-K62275715-001-05-3	LSM-43767	LSM-18450
BRD-K13454229	BRD-K13454229-001-04-6	LSM-43768	LSM-18454
BRD-K46743959	BRD-K46743959-001-05-6	LSM-43769	LSM-18498
BRD-K39803678	BRD-K39803678-001-05-7	LSM-43770	LSM-18500
BRD-K46573336	BRD-K46573336-001-05-1	LSM-43771	LSM-18509
BRD-K96653464	BRD-K96653464-001-05-4	LSM-43772	LSM-18545
BRD-K89151668	BRD-K89151668-001-04-5	LSM-43773	LSM-18554
BRD-K88382587	BRD-K88382587-001-05-2	LSM-43774	LSM-18555
BRD-K44962714	BRD-K44962714-001-06-8	LSM-43775	LSM-18559
BRD-K60442535	BRD-K60442535-001-05-9	LSM-43776	LSM-18561
BRD-K15272340	BRD-K15272340-001-05-1	LSM-43777	LSM-18564
BRD-K77526282	BRD-K77526282-001-05-5	LSM-43778	LSM-18572
BRD-K05539455	BRD-K05539455-001-05-6	LSM-43779	LSM-18588
BRD-K60281757	BRD-K60281757-001-05-2	LSM-43780	LSM-18596
BRD-K76527769	BRD-K76527769-001-05-6	LSM-43781	LSM-18610
BRD-K28548873	BRD-K28548873-001-09-6	LSM-43782	LSM-18613
BRD-K58358077	BRD-K58358077-001-05-5	LSM-43783	LSM-18620
BRD-K20493347	BRD-K20493347-001-05-9	LSM-43784	LSM-18632
BRD-K27782106	BRD-K27782106-001-05-9	LSM-43785	LSM-18636
BRD-K23162611	BRD-K23162611-001-05-6	LSM-43786	LSM-18653
BRD-K00663376	BRD-K00663376-001-05-5	LSM-43787	LSM-18665
BRD-A10482588	BRD-A10482588-001-07-0	LSM-43788	LSM-18679
BRD-K08611512	BRD-K08611512-001-05-1	LSM-43789	LSM-18711
BRD-K62021436	BRD-K62021436-001-06-7	LSM-43790	LSM-18714
BRD-K77545275	BRD-K77545275-001-05-4	LSM-43791	LSM-18730
BRD-K48039403	BRD-K48039403-001-05-9	LSM-43792	LSM-18755
BRD-K24454159	BRD-K24454159-001-06-2	LSM-43793	LSM-18756
BRD-K95295111	BRD-K95295111-001-06-0	LSM-43794	LSM-18761
BRD-K22740448	BRD-K22740448-001-05-9	LSM-43795	LSM-18768
BRD-K95807815	BRD-K95807815-001-05-3	LSM-43796	LSM-18776
BRD-K95820117	BRD-K95820117-001-05-1	LSM-43797	LSM-18778
BRD-A63465350	BRD-A63465350-001-05-1	LSM-43798	LSM-18798
BRD-K00496561	BRD-K00496561-001-07-1	LSM-43799	LSM-18804
BRD-K59509254	BRD-K59509254-001-04-0	LSM-43800	LSM-18806
BRD-K15439372	BRD-K15439372-001-05-7	LSM-43801	LSM-18807
BRD-K96095079	BRD-K96095079-001-05-5	LSM-43802	LSM-18808
BRD-K49734529	BRD-K49734529-001-05-3	LSM-43803	LSM-18814
BRD-K28017539	BRD-K28017539-001-05-6	LSM-43804	LSM-18816
BRD-K10237621	BRD-K10237621-001-04-2	LSM-43805	LSM-18824
BRD-K85371665	BRD-K85371665-001-05-3	LSM-43806	LSM-18830
BRD-K12363499	BRD-K12363499-001-05-0	LSM-43807	LSM-18841
BRD-K09710240	BRD-K09710240-001-06-7	LSM-43808	LSM-18842
BRD-K32818886	BRD-K32818886-001-06-8	LSM-43809	LSM-18843
BRD-K85488776	BRD-K85488776-001-05-1	LSM-43810	LSM-18908
BRD-K63658493	BRD-K63658493-001-06-5	LSM-43811	LSM-18939
BRD-K21281823	BRD-K21281823-001-05-0	LSM-43812	LSM-18954
BRD-K10783325	BRD-K10783325-001-06-9	LSM-43813	LSM-18977
BRD-K65064932	BRD-K65064932-001-06-3	LSM-43814	LSM-18985
BRD-K48684885	BRD-K48684885-001-01-8	LSM-43815	LSM-19029
BRD-K42352790	BRD-K42352790-001-03-8	LSM-43816	LSM-19032
BRD-K14869008	BRD-K14869008-001-05-8	LSM-43817	LSM-19101
BRD-K32664408	BRD-K32664408-001-05-7	LSM-43818	LSM-19105
BRD-K64069148	BRD-K64069148-001-05-5	LSM-43819	LSM-19117
BRD-K72363785	BRD-K72363785-001-05-0	LSM-43820	LSM-19159
BRD-K10528496	BRD-K10528496-001-07-9	LSM-43821	LSM-19168
BRD-K24301999	BRD-K24301999-001-08-5	LSM-43822	LSM-19170
BRD-K93124351	BRD-K93124351-001-05-5	LSM-43823	LSM-19189
BRD-K49828117	BRD-K49828117-001-05-1	LSM-43824	LSM-19216
BRD-K28807341	BRD-K28807341-001-05-8	LSM-43825	LSM-19250
BRD-K30199050	BRD-K30199050-001-05-7	LSM-43826	LSM-19262
BRD-K19712348	BRD-K19712348-001-05-4	LSM-43827	LSM-19301
BRD-K54015635	BRD-K54015635-001-05-0	LSM-43828	LSM-19328
BRD-K61454150	BRD-K61454150-001-06-5	LSM-43829	LSM-19329
BRD-K52924481	BRD-K52924481-001-05-0	LSM-43830	LSM-19369
BRD-K44705560	BRD-K44705560-001-05-8	LSM-43831	LSM-19370
BRD-K56431031	BRD-K56431031-001-05-7	LSM-43832	LSM-19381
BRD-K49666076	BRD-K49666076-001-05-4	LSM-43833	LSM-19387
BRD-K39773004	BRD-K39773004-001-05-7	LSM-43834	LSM-19397
BRD-K97761115	BRD-K97761115-001-05-7	LSM-43835	LSM-19407
BRD-K97276563	BRD-K97276563-001-06-1	LSM-43836	LSM-19430
BRD-K51608228	BRD-K51608228-001-09-0	LSM-43837	LSM-19453
BRD-K29726765	BRD-K29726765-001-05-6	LSM-43838	LSM-19468
BRD-K14166090	BRD-K14166090-001-06-6	LSM-43839	LSM-19480
BRD-K83715372	BRD-K83715372-001-06-5	LSM-43840	LSM-19493
BRD-K10684867	BRD-K10684867-001-05-5	LSM-43841	LSM-19510
BRD-K19702946	BRD-K19702946-001-06-9	LSM-43842	LSM-19511
BRD-K27949240	BRD-K27949240-001-05-1	LSM-43843	LSM-19521
BRD-K19770687	BRD-K19770687-001-06-9	LSM-43844	LSM-19566
BRD-K83127279	BRD-K83127279-001-05-9	LSM-43845	LSM-19570
BRD-K90238417	BRD-K90238417-001-07-4	LSM-43846	LSM-19574
BRD-K73523821	BRD-K73523821-001-05-4	LSM-43847	LSM-19611
BRD-K24532125	BRD-K24532125-001-06-6	LSM-43848	LSM-19626
BRD-K02193775	BRD-K02193775-001-05-8	LSM-43849	LSM-19656
BRD-K17354218	BRD-K17354218-001-06-2	LSM-43850	LSM-19671
BRD-K09971865	BRD-K09971865-001-03-6	LSM-43851	LSM-19770
BRD-A58214621	BRD-A58214621-001-05-3	LSM-43852	LSM-19777
BRD-K49039795	BRD-K49039795-001-06-2	LSM-43853	LSM-19781
BRD-K52944702	BRD-K52944702-001-04-4	LSM-43854	LSM-19803
BRD-K97803332	BRD-K97803332-001-06-2	LSM-43855	LSM-19813
BRD-K98186731	BRD-K98186731-001-05-0	LSM-43856	LSM-19819
BRD-K36728438	BRD-K36728438-001-05-0	LSM-43857	LSM-19820
BRD-K21261751	BRD-K21261751-001-06-6	LSM-43858	LSM-19850
BRD-K56566959	BRD-K56566959-001-05-8	LSM-43859	LSM-19855
BRD-K06476085	BRD-K06476085-001-06-6	LSM-43860	LSM-19895
BRD-K48965155	BRD-K48965155-001-06-3	LSM-43861	LSM-19897
BRD-K12883524	BRD-K12883524-001-08-0	LSM-43862	LSM-19900
BRD-K98531780	BRD-K98531780-001-05-7	LSM-43863	LSM-19933
BRD-K17040651	BRD-K17040651-001-02-0	LSM-43864	LSM-19956
BRD-K02671211	BRD-K02671211-001-02-2	LSM-43865	LSM-19974
BRD-K08199068	BRD-K08199068-001-02-2	LSM-43866	LSM-19979
BRD-K12345912	BRD-K12345912-001-02-3	LSM-43867	LSM-19985
BRD-K02965577	BRD-K02965577-001-02-6	LSM-43868	LSM-19993
BRD-K18314863	BRD-K18314863-001-05-5	LSM-43869	LSM-20324
BRD-K17307631	BRD-K17307631-001-06-9	LSM-43870	LSM-20326
BRD-K87965790	BRD-K87965790-001-05-8	LSM-43871	LSM-20341
BRD-K49513975	BRD-K49513975-001-05-0	LSM-43872	LSM-20343
BRD-K41717398	BRD-K41717398-001-08-8	LSM-43873	LSM-20414
BRD-K41717398	BRD-K41717398-001-06-2	LSM-43873	LSM-20414
BRD-K17665739	BRD-K17665739-001-06-1	LSM-43874	LSM-20429
BRD-K51749738	BRD-K51749738-001-05-3	LSM-43875	LSM-20431
BRD-K99562210	BRD-K99562210-001-05-1	LSM-43876	LSM-20437
BRD-A11552472	BRD-A11552472-001-05-2	LSM-43877	LSM-20457
BRD-K73322901	BRD-K73322901-001-05-4	LSM-43878	LSM-20472
BRD-K48425246	BRD-K48425246-001-06-9	LSM-43879	LSM-20475
BRD-K48189030	BRD-K48189030-001-05-3	LSM-43880	LSM-20484
BRD-K05770968	BRD-K05770968-001-06-5	LSM-43881	LSM-20492
BRD-K07606823	BRD-K07606823-001-04-9	LSM-43882	LSM-20494
BRD-K14783876	BRD-K14783876-001-05-0	LSM-43883	LSM-20528
BRD-K99438237	BRD-K99438237-001-05-3	LSM-43884	LSM-20582
BRD-K45729009	BRD-K45729009-001-05-6	LSM-43885	LSM-20595
BRD-K27945373	BRD-K27945373-001-05-8	LSM-43886	LSM-20596
BRD-K71335450	BRD-K71335450-001-05-3	LSM-43887	LSM-20603
BRD-K43801981	BRD-K43801981-001-05-7	LSM-43888	LSM-20604
BRD-K68151700	BRD-K68151700-001-06-5	LSM-43889	LSM-20605
BRD-K15744063	BRD-K15744063-001-05-4	LSM-43890	LSM-20651
BRD-K56695267	BRD-K56695267-001-04-5	LSM-43891	LSM-20698
BRD-K42476671	BRD-K42476671-001-05-4	LSM-43892	LSM-20712
BRD-K84058877	BRD-K84058877-001-05-1	LSM-43893	LSM-20747
BRD-K62556342	BRD-K62556342-001-05-7	LSM-43894	LSM-20775
BRD-K32902045	BRD-K32902045-001-06-8	LSM-43895	LSM-20791
BRD-K88506712	BRD-K88506712-001-05-4	LSM-43896	LSM-20828
BRD-K25879375	BRD-K25879375-001-06-7	LSM-43897	LSM-20841
BRD-K52712957	BRD-K52712957-001-05-4	LSM-43898	LSM-20848
BRD-K99110478	BRD-K99110478-001-05-6	LSM-43899	LSM-20879
BRD-K38684403	BRD-K38684403-001-02-1	LSM-43900	LSM-20929
BRD-K30199352	BRD-K30199352-001-02-9	LSM-43901	LSM-20938
BRD-K18438502	BRD-K18438502-001-02-6	LSM-43902	LSM-20939
BRD-K29133151	BRD-K29133151-001-02-4	LSM-43903	LSM-20946
BRD-K33104513	BRD-K33104513-001-02-2	LSM-43904	LSM-20976
BRD-K32595626	BRD-K32595626-001-01-8	LSM-43905	LSM-20978
BRD-K32256916	BRD-K32256916-001-02-4	LSM-43906	LSM-20985
BRD-K74753219	BRD-K74753219-001-05-6	LSM-43907	LSM-20994
BRD-K17057495	BRD-K17057495-001-06-5	LSM-43908	LSM-21002
BRD-A07237805	BRD-A07237805-001-06-2	LSM-43909	LSM-21011
BRD-K19004603	BRD-K19004603-001-05-6	LSM-43910	LSM-21014
BRD-K81177682	BRD-K81177682-001-04-0	LSM-43911	LSM-21022
BRD-K25065137	BRD-K25065137-001-05-4	LSM-43912	LSM-21033
BRD-K34778556	BRD-K34778556-001-06-1	LSM-43913	LSM-21079
BRD-A13883216	BRD-A13883216-001-06-8	LSM-43914	LSM-21113
BRD-K02933128	BRD-K02933128-001-08-5	LSM-43915	LSM-21127
BRD-K89251722	BRD-K89251722-001-04-7	LSM-43916	LSM-21130
BRD-K08995946	BRD-K08995946-001-07-0	LSM-43917	LSM-21135
BRD-K28931458	BRD-K28931458-001-09-7	LSM-43918	LSM-21184
BRD-K08434989	BRD-K08434989-001-06-0	LSM-43919	LSM-21196
BRD-K73812177	BRD-K73812177-001-07-7	LSM-43920	LSM-21204
BRD-K06865836	BRD-K06865836-001-05-4	LSM-43921	LSM-21234
BRD-K88096758	BRD-K88096758-001-05-1	LSM-43922	LSM-21235
BRD-K12257780	BRD-K12257780-001-04-5	LSM-43923	LSM-21243
BRD-K48726147	BRD-K48726147-001-15-1	LSM-43924	LSM-21256
BRD-K28455229	BRD-K28455229-001-05-3	LSM-43925	LSM-21260
BRD-K47629116	BRD-K47629116-001-01-5	LSM-43926	LSM-21305
BRD-K47012709	BRD-K47012709-001-01-7	LSM-43927	LSM-21328
BRD-K15330604	BRD-K15330604-001-01-7	LSM-43928	LSM-21337
BRD-K53473163	BRD-K53473163-001-01-1	LSM-43929	LSM-21345
BRD-K67110065	BRD-K67110065-001-01-2	LSM-43930	LSM-21369
BRD-K95946433	BRD-K95946433-001-01-0	LSM-43931	LSM-21370
BRD-K72723881	BRD-K72723881-001-01-7	LSM-43932	LSM-21373
BRD-K26579401	BRD-K26579401-001-01-1	LSM-43933	LSM-21374
BRD-K96638043	BRD-K96638043-001-01-4	LSM-43934	LSM-21384
BRD-K35021164	BRD-K35021164-001-01-0	LSM-43935	LSM-21387
BRD-K31165886	BRD-K31165886-001-01-6	LSM-43936	LSM-21391
BRD-K40777138	BRD-K40777138-001-01-3	LSM-43937	LSM-21393
BRD-K93169170	BRD-K93169170-001-01-8	LSM-43938	LSM-21394
BRD-K46168416	BRD-K46168416-001-01-2	LSM-43939	LSM-21397
BRD-K64379850	BRD-K64379850-001-01-5	LSM-43940	LSM-21398
BRD-K90379662	BRD-K90379662-001-01-1	LSM-43941	LSM-21400
BRD-K59131057	BRD-K59131057-001-01-8	LSM-43942	LSM-21405
BRD-K02892219	BRD-K02892219-001-01-8	LSM-43943	LSM-21408
BRD-K88384956	BRD-K88384956-001-01-0	LSM-43944	LSM-21423
BRD-K23330877	BRD-K23330877-001-01-7	LSM-43945	LSM-21432
BRD-K16809868	BRD-K16809868-001-01-0	LSM-43946	LSM-21440
BRD-K08200735	BRD-K08200735-001-01-3	LSM-43947	LSM-21442
BRD-K92478944	BRD-K92478944-001-01-9	LSM-43948	LSM-21449
BRD-K34824520	BRD-K34824520-001-01-7	LSM-43949	LSM-21452
BRD-K91294486	BRD-K91294486-001-01-5	LSM-43950	LSM-21465
BRD-K29557490	BRD-K29557490-001-01-6	LSM-43951	LSM-21472
BRD-K11634244	BRD-K11634244-001-01-2	LSM-43952	LSM-21484
BRD-K01065567	BRD-K01065567-001-01-0	LSM-43953	LSM-21491
BRD-K23354958	BRD-K23354958-001-01-9	LSM-43954	LSM-21503
BRD-K19258623	BRD-K19258623-001-01-3	LSM-43955	LSM-21512
BRD-K68376840	BRD-K68376840-001-01-0	LSM-43956	LSM-21515
BRD-K84951013	BRD-K84951013-001-01-1	LSM-43957	LSM-21528
BRD-K30807415	BRD-K30807415-001-01-4	LSM-43958	LSM-21529
BRD-K85885782	BRD-K85885782-001-01-9	LSM-43959	LSM-21530
BRD-K27172113	BRD-K27172113-001-01-3	LSM-43960	LSM-21535
BRD-K96219823	BRD-K96219823-001-01-9	LSM-43961	LSM-21539
BRD-K04464439	BRD-K04464439-001-01-8	LSM-43962	LSM-21545
BRD-K14113384	BRD-K14113384-001-01-4	LSM-43963	LSM-21547
BRD-K69862745	BRD-K69862745-001-01-4	LSM-43964	LSM-21567
BRD-K98778402	BRD-K98778402-001-01-1	LSM-43965	LSM-21574
BRD-A64957606	BRD-A64957606-001-02-5	LSM-43966	LSM-21606
BRD-A89237309	BRD-A89237309-001-02-3	LSM-43967	LSM-21616
BRD-A85137183	BRD-A85137183-001-01-2	LSM-43968	LSM-21640
BRD-A61864215	BRD-A61864215-001-02-9	LSM-43969	LSM-21645
BRD-K23526625	BRD-K23526625-001-05-6	LSM-43970	LSM-22637
BRD-K73149307	BRD-K73149307-001-06-9	LSM-43971	LSM-22643
BRD-K17332392	BRD-K17332392-001-05-8	LSM-43972	LSM-22653
BRD-K90142941	BRD-K90142941-001-05-7	LSM-43973	LSM-22697
BRD-K63608008	BRD-K63608008-001-06-8	LSM-43974	LSM-22698
BRD-K40369546	BRD-K40369546-001-05-6	LSM-43975	LSM-22716
BRD-A25880250	BRD-A25880250-001-05-9	LSM-43976	LSM-22729
BRD-K79114040	BRD-K79114040-001-05-1	LSM-43977	LSM-22760
BRD-K19650815	BRD-K19650815-001-05-0	LSM-43978	LSM-22761
BRD-K78289483	BRD-K78289483-001-08-0	LSM-43979	LSM-22786
BRD-A70198915	BRD-A70198915-001-05-7	LSM-43980	LSM-22787
BRD-A24354128	BRD-A24354128-001-06-4	LSM-43981	LSM-22798
BRD-K60853704	BRD-K60853704-001-05-2	LSM-43982	LSM-22815
BRD-K84450572	BRD-K84450572-001-05-8	LSM-43983	LSM-22819
BRD-K76885144	BRD-K76885144-001-06-2	LSM-43984	LSM-22835
BRD-K25088777	BRD-K25088777-001-06-9	LSM-43985	LSM-22837
BRD-K95708753	BRD-K95708753-001-05-7	LSM-43986	LSM-22842
BRD-K70708621	BRD-K70708621-001-05-6	LSM-43987	LSM-22850
BRD-K73832060	BRD-K73832060-001-05-9	LSM-43988	LSM-22852
BRD-K04633433	BRD-K04633433-001-06-3	LSM-43989	LSM-22860
BRD-K02679776	BRD-K02679776-001-05-5	LSM-43990	LSM-22880
BRD-K97267761	BRD-K97267761-001-04-5	LSM-43991	LSM-22883
BRD-K49307824	BRD-K49307824-001-05-0	LSM-43992	LSM-22887
BRD-K10132543	BRD-K10132543-001-05-7	LSM-43993	LSM-22901
BRD-K54119731	BRD-K54119731-001-06-1	LSM-43994	LSM-22917
BRD-K58455347	BRD-K58455347-001-06-1	LSM-43995	LSM-23567
BRD-K72036124	BRD-K72036124-001-06-0	LSM-43996	LSM-23584
BRD-K26303018	BRD-K26303018-001-06-0	LSM-43997	LSM-23584
BRD-K53315710	BRD-K53315710-001-05-3	LSM-43998	LSM-23593
BRD-K55131074	BRD-K55131074-001-06-0	LSM-43999	LSM-23595
BRD-K88272724	BRD-K88272724-001-06-7	LSM-44000	LSM-23616
BRD-K80727510	BRD-K80727510-001-05-8	LSM-44001	LSM-23632
BRD-K91188267	BRD-K91188267-001-05-5	LSM-44002	LSM-23634
BRD-K02247990	BRD-K02247990-001-05-1	LSM-44003	LSM-23646
BRD-K02671913	BRD-K02671913-001-05-6	LSM-44004	LSM-23664
BRD-K05835964	BRD-K05835964-001-05-2	LSM-44005	LSM-23680
BRD-K07689019	BRD-K07689019-001-05-6	LSM-44006	LSM-23690
BRD-A85713941	BRD-A85713941-001-05-4	LSM-44007	LSM-23703
BRD-K37794655	BRD-K37794655-001-05-7	LSM-44008	LSM-23709
BRD-K87163849	BRD-K87163849-001-05-1	LSM-44009	LSM-23716
BRD-K19668300	BRD-K19668300-001-06-2	LSM-44010	LSM-23718
BRD-K05011543	BRD-K05011543-001-08-4	LSM-44011	LSM-23734
BRD-K63298572	BRD-K63298572-001-05-6	LSM-44012	LSM-23777
BRD-K65489619	BRD-K65489619-001-06-2	LSM-44013	LSM-23780
BRD-K99727583	BRD-K99727583-001-05-9	LSM-44014	LSM-23797
BRD-K67882163	BRD-K67882163-001-05-8	LSM-44015	LSM-23805
BRD-K02387605	BRD-K02387605-001-05-2	LSM-44016	LSM-23807
BRD-K19137242	BRD-K19137242-001-05-1	LSM-44017	LSM-23809
BRD-K49257800	BRD-K49257800-001-05-5	LSM-44018	LSM-23813
BRD-K58462572	BRD-K58462572-001-05-5	LSM-44019	LSM-23854
BRD-K08604406	BRD-K08604406-001-07-1	LSM-44020	LSM-23862
BRD-K52033610	BRD-K52033610-001-05-4	LSM-44021	LSM-23863
BRD-K60605940	BRD-K60605940-001-03-5	LSM-44022	LSM-24071
BRD-K94538718	BRD-K94538718-001-05-3	LSM-44023	LSM-24099
BRD-K64231918	BRD-K64231918-001-05-9	LSM-44024	LSM-24101
BRD-K47550819	BRD-K47550819-001-05-4	LSM-44025	LSM-24156
BRD-K09579906	BRD-K09579906-001-05-3	LSM-44026	LSM-24160
BRD-A78052791	BRD-A78052791-001-05-7	LSM-44027	LSM-24165
BRD-K36643110	BRD-K36643110-001-05-6	LSM-44028	LSM-24172
BRD-K95401717	BRD-K95401717-001-05-4	LSM-44029	LSM-24179
BRD-K64962867	BRD-K64962867-001-05-0	LSM-44030	LSM-24184
BRD-A18319977	BRD-A18319977-001-05-9	LSM-44031	LSM-24201
BRD-K97673946	BRD-K97673946-001-05-9	LSM-44032	LSM-24206
BRD-K14559724	BRD-K14559724-001-06-6	LSM-44033	LSM-24207
BRD-K27845439	BRD-K27845439-001-05-2	LSM-44034	LSM-24214
BRD-K72545968	BRD-K72545968-001-06-9	LSM-44035	LSM-24254
BRD-A28936006	BRD-A28936006-001-04-6	LSM-44036	LSM-24256
BRD-A85364257	BRD-A85364257-001-05-4	LSM-44037	LSM-24273
BRD-K52529335	BRD-K52529335-001-05-5	LSM-44038	LSM-24277
BRD-K06605621	BRD-K06605621-001-05-3	LSM-44039	LSM-24287
BRD-K21352171	BRD-K21352171-001-06-5	LSM-44040	LSM-24300
BRD-K10555986	BRD-K10555986-001-05-3	LSM-44041	LSM-24311
BRD-K11237957	BRD-K11237957-001-05-2	LSM-44042	LSM-24316
BRD-K41570285	BRD-K41570285-001-06-1	LSM-44043	LSM-24391
BRD-K51389667	BRD-K51389667-001-07-9	LSM-44044	LSM-24392
BRD-K72342856	BRD-K72342856-001-05-8	LSM-44045	LSM-24393
BRD-K89291444	BRD-K89291444-001-05-7	LSM-44046	LSM-24396
BRD-K89630816	BRD-K89630816-001-06-4	LSM-44047	LSM-24399
BRD-K04930381	BRD-K04930381-001-05-7	LSM-44048	LSM-24403
BRD-K14784369	BRD-K14784369-001-06-0	LSM-44049	LSM-24422
BRD-A91431966	BRD-A91431966-001-06-3	LSM-44050	LSM-24424
BRD-K11260474	BRD-K11260474-001-07-4	LSM-44051	LSM-24438
BRD-A97294101	BRD-A97294101-001-05-7	LSM-44052	LSM-24441
BRD-K04897017	BRD-K04897017-001-05-0	LSM-44053	LSM-24445
BRD-K87511565	BRD-K87511565-001-05-3	LSM-44054	LSM-24446
BRD-K54532962	BRD-K54532962-001-05-7	LSM-44055	LSM-24456
BRD-K72206430	BRD-K72206430-001-05-0	LSM-44056	LSM-24464
BRD-K26663554	BRD-K26663554-001-05-9	LSM-44057	LSM-24475
BRD-K56050328	BRD-K56050328-001-05-7	LSM-44058	LSM-24482
BRD-A80957562	BRD-A80957562-001-06-8	LSM-44059	LSM-24504
BRD-K25975823	BRD-K25975823-001-05-3	LSM-44060	LSM-24514
BRD-K36726628	BRD-K36726628-001-05-4	LSM-44061	LSM-24533
BRD-K28167567	BRD-K28167567-001-05-4	LSM-44062	LSM-24539
BRD-K37749794	BRD-K37749794-001-07-9	LSM-44063	LSM-24561
BRD-K87636957	BRD-K87636957-001-07-0	LSM-44064	LSM-24563
