smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID	expunge
BRD-K02679776	BRD-K02679776-001-05-5	LSM-43990	LSM-22880	1
BRD-K97267761	BRD-K97267761-001-04-5	LSM-43991	LSM-22883	1
BRD-K49307824	BRD-K49307824-001-05-0	LSM-43992	LSM-22887	1
BRD-K10132543	BRD-K10132543-001-05-7	LSM-43993	LSM-22901	1
BRD-K54119731	BRD-K54119731-001-06-1	LSM-43994	LSM-22917	1
BRD-K58455347	BRD-K58455347-001-06-1	LSM-43995	LSM-23567	1
BRD-K72036124	BRD-K72036124-001-06-0	LSM-43996	LSM-23584	1
BRD-K26303018	BRD-K26303018-001-06-0	LSM-43997	LSM-23584	1
BRD-K53315710	BRD-K53315710-001-05-3	LSM-43998	LSM-23593	1
BRD-K55131074	BRD-K55131074-001-06-0	LSM-43999	LSM-23595	1
BRD-K88272724	BRD-K88272724-001-06-7	LSM-44000	LSM-23616	1
BRD-K80727510	BRD-K80727510-001-05-8	LSM-44001	LSM-23632	1
BRD-K91188267	BRD-K91188267-001-05-5	LSM-44002	LSM-23634	1
BRD-K02247990	BRD-K02247990-001-05-1	LSM-44003	LSM-23646	1
BRD-K02671913	BRD-K02671913-001-05-6	LSM-44004	LSM-23664	1
BRD-K05835964	BRD-K05835964-001-05-2	LSM-44005	LSM-23680	1
BRD-K07689019	BRD-K07689019-001-05-6	LSM-44006	LSM-23690	1
BRD-A85713941	BRD-A85713941-001-05-4	LSM-44007	LSM-23703	1
BRD-K37794655	BRD-K37794655-001-05-7	LSM-44008	LSM-23709	1
BRD-K87163849	BRD-K87163849-001-05-1	LSM-44009	LSM-23716	1
BRD-K19668300	BRD-K19668300-001-06-2	LSM-44010	LSM-23718	1
BRD-K05011543	BRD-K05011543-001-08-4	LSM-44011	LSM-23734	1
BRD-K63298572	BRD-K63298572-001-05-6	LSM-44012	LSM-23777	1
BRD-K65489619	BRD-K65489619-001-06-2	LSM-44013	LSM-23780	1
BRD-K99727583	BRD-K99727583-001-05-9	LSM-44014	LSM-23797	1
BRD-K67882163	BRD-K67882163-001-05-8	LSM-44015	LSM-23805	1
BRD-K02387605	BRD-K02387605-001-05-2	LSM-44016	LSM-23807	1
BRD-K19137242	BRD-K19137242-001-05-1	LSM-44017	LSM-23809	1
BRD-K49257800	BRD-K49257800-001-05-5	LSM-44018	LSM-23813	1
BRD-K58462572	BRD-K58462572-001-05-5	LSM-44019	LSM-23854	1
BRD-K08604406	BRD-K08604406-001-07-1	LSM-44020	LSM-23862	1
BRD-K52033610	BRD-K52033610-001-05-4	LSM-44021	LSM-23863	1
BRD-K60605940	BRD-K60605940-001-03-5	LSM-44022	LSM-24071	1
BRD-K94538718	BRD-K94538718-001-05-3	LSM-44023	LSM-24099	1
BRD-K64231918	BRD-K64231918-001-05-9	LSM-44024	LSM-24101	1
BRD-K47550819	BRD-K47550819-001-05-4	LSM-44025	LSM-24156	1
BRD-K09579906	BRD-K09579906-001-05-3	LSM-44026	LSM-24160	1
BRD-A78052791	BRD-A78052791-001-05-7	LSM-44027	LSM-24165	1
BRD-K36643110	BRD-K36643110-001-05-6	LSM-44028	LSM-24172	1
BRD-K95401717	BRD-K95401717-001-05-4	LSM-44029	LSM-24179	1
BRD-K64962867	BRD-K64962867-001-05-0	LSM-44030	LSM-24184	1
BRD-A18319977	BRD-A18319977-001-05-9	LSM-44031	LSM-24201	1
BRD-K97673946	BRD-K97673946-001-05-9	LSM-44032	LSM-24206	1
BRD-K14559724	BRD-K14559724-001-06-6	LSM-44033	LSM-24207	1
BRD-K27845439	BRD-K27845439-001-05-2	LSM-44034	LSM-24214	1
BRD-K72545968	BRD-K72545968-001-06-9	LSM-44035	LSM-24254	1
BRD-A28936006	BRD-A28936006-001-04-6	LSM-44036	LSM-24256	1
BRD-A85364257	BRD-A85364257-001-05-4	LSM-44037	LSM-24273	1
BRD-K52529335	BRD-K52529335-001-05-5	LSM-44038	LSM-24277	1
BRD-K06605621	BRD-K06605621-001-05-3	LSM-44039	LSM-24287	1
BRD-K21352171	BRD-K21352171-001-06-5	LSM-44040	LSM-24300	1
BRD-K10555986	BRD-K10555986-001-05-3	LSM-44041	LSM-24311	1
BRD-K11237957	BRD-K11237957-001-05-2	LSM-44042	LSM-24316	1
BRD-K41570285	BRD-K41570285-001-06-1	LSM-44043	LSM-24391	1
BRD-K51389667	BRD-K51389667-001-07-9	LSM-44044	LSM-24392	1
BRD-K72342856	BRD-K72342856-001-05-8	LSM-44045	LSM-24393	1
BRD-K89291444	BRD-K89291444-001-05-7	LSM-44046	LSM-24396	1
BRD-K89630816	BRD-K89630816-001-06-4	LSM-44047	LSM-24399	1
BRD-K04930381	BRD-K04930381-001-05-7	LSM-44048	LSM-24403	1
BRD-K14784369	BRD-K14784369-001-06-0	LSM-44049	LSM-24422	1
BRD-A91431966	BRD-A91431966-001-06-3	LSM-44050	LSM-24424	1
BRD-K11260474	BRD-K11260474-001-07-4	LSM-44051	LSM-24438	1
BRD-A97294101	BRD-A97294101-001-05-7	LSM-44052	LSM-24441	1
BRD-K04897017	BRD-K04897017-001-05-0	LSM-44053	LSM-24445	1
BRD-K87511565	BRD-K87511565-001-05-3	LSM-44054	LSM-24446	1
BRD-K54532962	BRD-K54532962-001-05-7	LSM-44055	LSM-24456	1
BRD-K72206430	BRD-K72206430-001-05-0	LSM-44056	LSM-24464	1
BRD-K26663554	BRD-K26663554-001-05-9	LSM-44057	LSM-24475	1
BRD-K56050328	BRD-K56050328-001-05-7	LSM-44058	LSM-24482	1
BRD-A80957562	BRD-A80957562-001-06-8	LSM-44059	LSM-24504	1
BRD-K25975823	BRD-K25975823-001-05-3	LSM-44060	LSM-24514	1
BRD-K36726628	BRD-K36726628-001-05-4	LSM-44061	LSM-24533	1
BRD-K28167567	BRD-K28167567-001-05-4	LSM-44062	LSM-24539	1
BRD-K37749794	BRD-K37749794-001-07-9	LSM-44063	LSM-24561	1
BRD-K87636957	BRD-K87636957-001-07-0	LSM-44064	LSM-24563	1
BRD-K25864174	BRD-K25864174-001-05-4	LSM-44065	LSM-24573	1
BRD-K00582136	BRD-K00582136-001-07-4	LSM-44066	LSM-24579	1
BRD-K17350502	BRD-K17350502-001-05-7	LSM-44067	LSM-24596	1
BRD-K99205029	BRD-K99205029-001-05-8	LSM-44068	LSM-24599	1
BRD-K74823502	BRD-K74823502-001-05-3	LSM-44069	LSM-24602	1
BRD-K87194190	BRD-K87194190-001-05-1	LSM-44070	LSM-24616	1
BRD-K65708956	BRD-K65708956-001-07-4	LSM-44071	LSM-24632	1
BRD-K83523806	BRD-K83523806-001-06-9	LSM-44072	LSM-24640	1
BRD-K08667579	BRD-K08667579-001-05-3	LSM-44073	LSM-24643	1
BRD-A94736485	BRD-A94736485-001-07-2	LSM-44074	LSM-24649	1
BRD-K28099217	BRD-K28099217-001-06-1	LSM-44075	LSM-24658	1
BRD-K96256403	BRD-K96256403-001-02-7	LSM-44076	LSM-24935	1
BRD-K80946661	BRD-K80946661-001-02-8	LSM-44077	LSM-24945	1
BRD-K87194840	BRD-K87194840-001-03-0	LSM-44078	LSM-24949	1
BRD-K97602563	BRD-K97602563-001-02-7	LSM-44079	LSM-24952	1
BRD-K81836716	BRD-K81836716-001-01-7	LSM-44080	LSM-24955	1
BRD-K94645280	BRD-K94645280-001-02-1	LSM-44081	LSM-24964	1
BRD-K94883909	BRD-K94883909-001-01-1	LSM-44082	LSM-24967	1
BRD-K90214371	BRD-K90214371-001-02-0	LSM-44083	LSM-24969	1
BRD-K92006759	BRD-K92006759-001-02-0	LSM-44084	LSM-24976	1
BRD-K87817668	BRD-K87817668-001-02-7	LSM-44085	LSM-24991	1
BRD-K05837079	BRD-K05837079-001-01-9	LSM-44086	LSM-25308	1
BRD-K58843485	BRD-K58843485-001-01-1	LSM-44087	LSM-25309	1
BRD-K91459693	BRD-K91459693-001-01-3	LSM-44088	LSM-25314	1
BRD-K70357895	BRD-K70357895-001-01-0	LSM-44089	LSM-25330	1
BRD-K31994521	BRD-K31994521-001-01-0	LSM-44090	LSM-25332	1
BRD-K65987370	BRD-K65987370-001-01-5	LSM-44091	LSM-25340	1
BRD-K61486072	BRD-K61486072-001-01-3	LSM-44092	LSM-25341	1
BRD-K36219645	BRD-K36219645-001-02-6	LSM-44093	LSM-25344	1
BRD-K52441396	BRD-K52441396-001-01-8	LSM-44094	LSM-25358	1
BRD-K51697562	BRD-K51697562-001-01-4	LSM-44095	LSM-25373	1
BRD-K47498351	BRD-K47498351-001-01-9	LSM-44096	LSM-25381	1
BRD-K56691168	BRD-K56691168-001-01-0	LSM-44097	LSM-25384	1
BRD-K24722502	BRD-K24722502-001-01-7	LSM-44098	LSM-25387	1
BRD-K43289649	BRD-K43289649-001-01-8	LSM-44099	LSM-25401	1
BRD-K94521090	BRD-K94521090-001-01-6	LSM-44100	LSM-25403	1
BRD-K79885457	BRD-K79885457-001-01-1	LSM-44101	LSM-25419	1
BRD-K91671568	BRD-K91671568-001-01-5	LSM-44102	LSM-25427	1
BRD-K20644549	BRD-K20644549-001-01-2	LSM-44103	LSM-25428	1
BRD-K68364310	BRD-K68364310-001-01-7	LSM-44104	LSM-25429	1
BRD-K93561942	BRD-K93561942-001-02-1	LSM-44105	LSM-25439	1
BRD-K57075511	BRD-K57075511-001-01-9	LSM-44106	LSM-25443	1
BRD-K12517207	BRD-K12517207-001-01-3	LSM-44107	LSM-25452	1
BRD-K44265418	BRD-K44265418-001-01-6	LSM-44108	LSM-25489	1
BRD-K26443253	BRD-K26443253-001-01-9	LSM-44109	LSM-25493	1
BRD-K21743103	BRD-K21743103-001-01-9	LSM-44110	LSM-25515	1
BRD-K49656278	BRD-K49656278-001-01-0	LSM-44111	LSM-25525	1
BRD-K60044070	BRD-K60044070-001-01-3	LSM-44112	LSM-25526	1
BRD-K37770214	BRD-K37770214-001-01-0	LSM-44113	LSM-25528	1
BRD-K09160804	BRD-K09160804-001-01-4	LSM-44114	LSM-25537	1
BRD-K62007935	BRD-K62007935-001-01-3	LSM-44115	LSM-25544	1
BRD-K61505971	BRD-K61505971-001-01-2	LSM-44116	LSM-25552	1
BRD-K37803976	BRD-K37803976-001-01-7	LSM-44117	LSM-25554	1
BRD-K97731768	BRD-K97731768-001-01-9	LSM-44118	LSM-25555	1
BRD-K05041765	BRD-K05041765-001-01-7	LSM-44119	LSM-25565	1
BRD-K31624501	BRD-K31624501-001-01-7	LSM-44120	LSM-25575	1
BRD-K52075209	BRD-K52075209-001-01-1	LSM-44121	LSM-25589	1
BRD-K40126748	BRD-K40126748-001-01-5	LSM-44122	LSM-25594	1
BRD-K52094743	BRD-K52094743-001-01-5	LSM-44123	LSM-25598	1
BRD-K63758740	BRD-K63758740-001-02-3	LSM-44124	LSM-25612	1
BRD-K65207153	BRD-K65207153-001-02-9	LSM-44125	LSM-25623	1
BRD-K66295376	BRD-K66295376-001-02-4	LSM-44126	LSM-25649	1
BRD-K77817104	BRD-K77817104-001-01-3	LSM-44127	LSM-25657	1
BRD-K71198913	BRD-K71198913-001-02-3	LSM-44128	LSM-25661	1
BRD-K64729807	BRD-K64729807-001-02-3	LSM-44129	LSM-25667	1
BRD-A71402194	BRD-A71402194-001-07-0	LSM-44130	LSM-25670	1
BRD-K16791875	BRD-K16791875-001-05-2	LSM-44131	LSM-25680	1
BRD-K46786099	BRD-K46786099-001-05-6	LSM-44132	LSM-25687	1
BRD-A22840179	BRD-A22840179-001-05-4	LSM-44133	LSM-25704	1
BRD-K69203373	BRD-K69203373-001-05-1	LSM-44134	LSM-25711	1
BRD-K80164063	BRD-K80164063-001-05-5	LSM-44135	LSM-25718	1
BRD-K37239108	BRD-K37239108-001-06-4	LSM-44136	LSM-25720	1
BRD-K18483075	BRD-K18483075-001-05-2	LSM-44137	LSM-25740	1
BRD-K85671602	BRD-K85671602-001-06-0	LSM-44138	LSM-25772	1
BRD-K45481296	BRD-K45481296-001-05-6	LSM-44139	LSM-25774	1
BRD-K39566703	BRD-K39566703-001-05-9	LSM-44140	LSM-25782	1
BRD-K88715136	BRD-K88715136-001-06-7	LSM-44141	LSM-25797	1
BRD-A17756301	BRD-A17756301-001-05-0	LSM-44142	LSM-25837	1
BRD-K36511139	BRD-K36511139-001-05-2	LSM-44143	LSM-25841	1
BRD-K67649668	BRD-K67649668-001-05-1	LSM-44144	LSM-25885	1
BRD-K77315003	BRD-K77315003-001-05-1	LSM-44145	LSM-25897	1
BRD-K84707708	BRD-K84707708-001-05-8	LSM-44146	LSM-25904	1
BRD-K07254242	BRD-K07254242-001-05-8	LSM-44147	LSM-25927	1
BRD-K52527039	BRD-K52527039-001-05-8	LSM-44148	LSM-25944	1
BRD-K85470517	BRD-K85470517-001-05-3	LSM-44149	LSM-25953	1
BRD-K29326308	BRD-K29326308-001-06-7	LSM-44150	LSM-25972	1
BRD-K31350144	BRD-K31350144-001-06-1	LSM-44151	LSM-25982	1
BRD-K53667631	BRD-K53667631-001-05-3	LSM-44152	LSM-25983	1
BRD-K66028208	BRD-K66028208-001-05-6	LSM-44153	LSM-25998	1
BRD-K98065297	BRD-K98065297-001-06-0	LSM-44154	LSM-26017	1
BRD-K94540066	BRD-K94540066-001-05-7	LSM-44155	LSM-26019	1
BRD-K64483217	BRD-K64483217-001-05-4	LSM-44156	LSM-26061	1
BRD-K23568283	BRD-K23568283-001-06-9	LSM-44157	LSM-26080	1
BRD-K04781025	BRD-K04781025-001-06-4	LSM-44158	LSM-26086	1
BRD-K60277684	BRD-K60277684-001-12-4	LSM-44159	LSM-26089	1
BRD-A09839523	BRD-A09839523-001-05-6	LSM-44160	LSM-26101	1
BRD-K92282284	BRD-K92282284-001-05-4	LSM-44161	LSM-26140	1
BRD-K10810958	BRD-K10810958-001-05-6	LSM-44162	LSM-26189	1
BRD-K90976916	BRD-K90976916-001-05-9	LSM-44163	LSM-26190	1
BRD-K75200342	BRD-K75200342-001-05-7	LSM-44164	LSM-26216	1
BRD-K45599961	BRD-K45599961-001-04-2	LSM-44165	LSM-26232	1
BRD-K87573578	BRD-K87573578-001-05-8	LSM-44166	LSM-26259	1
BRD-K82779934	BRD-K82779934-001-01-4	LSM-44167	LSM-26278	1
BRD-K80031845	BRD-K80031845-001-05-1	LSM-44168	LSM-26288	1
BRD-K78037786	BRD-K78037786-001-05-3	LSM-44169	LSM-26299	1
BRD-K36858276	BRD-K36858276-001-05-0	LSM-44170	LSM-26370	1
BRD-K08831457	BRD-K08831457-001-05-2	LSM-44171	LSM-26375	1
BRD-K26516932	BRD-K26516932-001-05-2	LSM-44172	LSM-26390	1
BRD-K89426642	BRD-K89426642-001-05-9	LSM-44173	LSM-26394	1
BRD-K32531300	BRD-K32531300-001-05-7	LSM-44174	LSM-26395	1
BRD-K05464415	BRD-K05464415-001-05-6	LSM-44175	LSM-26412	1
BRD-K88687273	BRD-K88687273-001-05-3	LSM-44176	LSM-26419	1
BRD-K67332226	BRD-K67332226-001-05-9	LSM-44177	LSM-26421	1
BRD-K50993082	BRD-K50993082-001-05-0	LSM-44178	LSM-26455	1
BRD-K94506757	BRD-K94506757-001-05-2	LSM-44179	LSM-26457	1
BRD-K83654012	BRD-K83654012-001-06-2	LSM-44180	LSM-26459	1
BRD-K51475173	BRD-K51475173-001-05-7	LSM-44181	LSM-26472	1
BRD-K79005256	BRD-K79005256-001-06-8	LSM-44182	LSM-26493	1
BRD-K27616003	BRD-K27616003-001-07-9	LSM-44183	LSM-26502	1
BRD-K27616003	BRD-K27616003-001-08-7	LSM-44183	LSM-26502	1
BRD-K92201676	BRD-K92201676-001-05-0	LSM-44184	LSM-26509	1
BRD-K36071816	BRD-K36071816-001-06-5	LSM-44185	LSM-26540	1
BRD-K21570970	BRD-K21570970-001-06-5	LSM-44186	LSM-26559	1
BRD-K86963651	BRD-K86963651-001-05-2	LSM-44187	LSM-26568	1
BRD-K03756240	BRD-K03756240-001-06-6	LSM-44188	LSM-26577	1
BRD-K76543697	BRD-K76543697-001-05-0	LSM-44189	LSM-26930	1
BRD-K04725393	BRD-K04725393-001-07-3	LSM-44190	LSM-26939	1
BRD-K01534436	BRD-K01534436-001-06-3	LSM-44191	LSM-26973	1
BRD-K58688519	BRD-K58688519-001-05-1	LSM-44192	LSM-26978	1
BRD-K54686062	BRD-K54686062-001-06-8	LSM-44193	LSM-26987	1
BRD-A33596659	BRD-A33596659-001-07-4	LSM-44194	LSM-27035	1
BRD-K79678951	BRD-K79678951-001-07-8	LSM-44195	LSM-27036	1
BRD-K57096799	BRD-K57096799-001-06-7	LSM-44196	LSM-27067	1
BRD-K34297711	BRD-K34297711-001-05-6	LSM-44197	LSM-27078	1
BRD-A71962374	BRD-A71962374-001-05-9	LSM-44198	LSM-27084	1
BRD-K45062933	BRD-K45062933-001-05-3	LSM-44199	LSM-27093	1
BRD-K40917447	BRD-K40917447-001-07-8	LSM-44200	LSM-27115	1
BRD-A91891312	BRD-A91891312-001-05-1	LSM-44201	LSM-27136	1
BRD-K86586698	BRD-K86586698-001-05-6	LSM-44202	LSM-27138	1
BRD-A90289676	BRD-A90289676-001-05-9	LSM-44203	LSM-27147	1
BRD-K76197651	BRD-K76197651-001-05-9	LSM-44204	LSM-27153	1
BRD-K60780031	BRD-K60780031-001-06-9	LSM-44205	LSM-27162	1
BRD-K65626032	BRD-K65626032-001-04-3	LSM-44206	LSM-27164	1
BRD-K00502656	BRD-K00502656-001-05-6	LSM-44207	LSM-27200	1
BRD-K40455506	BRD-K40455506-001-05-1	LSM-44208	LSM-27535	1
BRD-K40599163	BRD-K40599163-001-06-8	LSM-44209	LSM-27539	1
BRD-K26715984	BRD-K26715984-001-05-7	LSM-44210	LSM-27579	1
BRD-K51679460	BRD-K51679460-001-05-6	LSM-44211	LSM-27587	1
BRD-K09665624	BRD-K09665624-001-05-1	LSM-44212	LSM-27589	1
BRD-K85063951	BRD-K85063951-001-06-7	LSM-44213	LSM-27593	1
BRD-K07985176	BRD-K07985176-001-05-7	LSM-44214	LSM-27606	1
BRD-K75593789	BRD-K75593789-001-05-5	LSM-44215	LSM-27612	1
BRD-K84810548	BRD-K84810548-001-03-9	LSM-44216	LSM-27617	1
BRD-K40891589	BRD-K40891589-001-05-7	LSM-44217	LSM-27634	1
BRD-K76445846	BRD-K76445846-001-05-8	LSM-44218	LSM-27642	1
BRD-K67064288	BRD-K67064288-001-05-3	LSM-44219	LSM-27659	1
BRD-K50424014	BRD-K50424014-001-05-9	LSM-44220	LSM-27666	1
BRD-K07562941	BRD-K07562941-001-05-8	LSM-44221	LSM-27699	1
BRD-K98660933	BRD-K98660933-001-05-0	LSM-44222	LSM-27719	1
BRD-K35991078	BRD-K35991078-001-06-8	LSM-44223	LSM-27732	1
BRD-K01565214	BRD-K01565214-001-05-7	LSM-44224	LSM-27742	1
BRD-K60183631	BRD-K60183631-001-03-7	LSM-44225	LSM-27795	1
BRD-K21691341	BRD-K21691341-001-05-3	LSM-44226	LSM-27818	1
BRD-A55033239	BRD-A55033239-001-05-4	LSM-44227	LSM-27824	1
BRD-K86738897	BRD-K86738897-001-06-0	LSM-44228	LSM-27831	1
BRD-K55604008	BRD-K55604008-001-05-9	LSM-44229	LSM-27848	1
BRD-K63499694	BRD-K63499694-001-05-3	LSM-44230	LSM-27856	1
BRD-K10809028	BRD-K10809028-001-06-2	LSM-44231	LSM-27861	1
BRD-K63948827	BRD-K63948827-001-05-9	LSM-44232	LSM-27864	1
BRD-K93402858	BRD-K93402858-001-07-9	LSM-44233	LSM-27873	1
BRD-K42762874	BRD-K42762874-001-05-2	LSM-44234	LSM-27900	1
BRD-K03571922	BRD-K03571922-001-05-6	LSM-44235	LSM-27902	1
BRD-K89017236	BRD-K89017236-001-05-8	LSM-44236	LSM-27907	1
BRD-K34142974	BRD-K34142974-001-05-6	LSM-44237	LSM-27918	1
BRD-K39349294	BRD-K39349294-001-05-5	LSM-44238	LSM-27924	1
BRD-K81227299	BRD-K81227299-001-05-5	LSM-44239	LSM-27931	1
BRD-K97241521	BRD-K97241521-001-06-6	LSM-44240	LSM-27932	1
BRD-K96248317	BRD-K96248317-001-05-2	LSM-44241	LSM-27956	1
BRD-K33421056	BRD-K33421056-001-06-4	LSM-44242	LSM-27970	1
BRD-K55501011	BRD-K55501011-001-05-2	LSM-44243	LSM-27997	1
BRD-K43991526	BRD-K43991526-001-07-4	LSM-44244	LSM-28009	1
BRD-K60036355	BRD-K60036355-001-06-4	LSM-44245	LSM-28011	1
BRD-K13480833	BRD-K13480833-001-05-6	LSM-44246	LSM-28022	1
BRD-K86784336	BRD-K86784336-001-05-5	LSM-44247	LSM-28039	1
BRD-K57826568	BRD-K57826568-001-06-6	LSM-44248	LSM-28053	1
BRD-K17024845	BRD-K17024845-001-06-2	LSM-44249	LSM-28056	1
BRD-K57196907	BRD-K57196907-001-06-4	LSM-44250	LSM-28065	1
BRD-K75571204	BRD-K75571204-001-05-8	LSM-44251	LSM-28077	1
BRD-K97213975	BRD-K97213975-001-05-8	LSM-44252	LSM-28084	1
BRD-A22290997	BRD-A22290997-001-05-2	LSM-44253	LSM-28109	1
BRD-K97301290	BRD-K97301290-001-01-8	LSM-44254	LSM-28114	1
BRD-K80132640	BRD-K80132640-001-05-4	LSM-44255	LSM-28144	1
BRD-K90364292	BRD-K90364292-001-05-2	LSM-44256	LSM-28176	1
BRD-K59770045	BRD-K59770045-001-05-9	LSM-44257	LSM-28206	1
BRD-K24778510	BRD-K24778510-001-05-0	LSM-44258	LSM-28212	1
BRD-K05789599	BRD-K05789599-001-11-2	LSM-44259	LSM-28219	1
BRD-K66317793	BRD-K66317793-001-05-4	LSM-44260	LSM-28233	1
BRD-K63363121	BRD-K63363121-001-05-4	LSM-44261	LSM-28239	1
BRD-A17550915	BRD-A17550915-001-05-5	LSM-44262	LSM-28269	1
BRD-K17614275	BRD-K17614275-001-05-1	LSM-44263	LSM-28271	1
BRD-K18494151	BRD-K18494151-001-05-6	LSM-44264	LSM-28288	1
BRD-K07376515	BRD-K07376515-001-05-9	LSM-44265	LSM-28291	1
BRD-K87015873	BRD-K87015873-001-05-2	LSM-44266	LSM-28299	1
BRD-K11659036	BRD-K11659036-001-05-2	LSM-44267	LSM-28304	1
BRD-A37220162	BRD-A37220162-001-05-1	LSM-44268	LSM-28325	1
BRD-K18583604	BRD-K18583604-001-05-9	LSM-44269	LSM-28327	1
BRD-K69361607	BRD-K69361607-001-05-5	LSM-44270	LSM-28356	1
BRD-K53087498	BRD-K53087498-001-06-4	LSM-44271	LSM-28365	1
BRD-K52531882	BRD-K52531882-001-05-8	LSM-44272	LSM-28379	1
BRD-K74558312	BRD-K74558312-001-06-3	LSM-44273	LSM-28380	1
BRD-K16719968	BRD-K16719968-001-11-9	LSM-44274	LSM-28396	1
BRD-A81272231	BRD-A81272231-001-06-2	LSM-44275	LSM-28414	1
BRD-K87186428	BRD-K87186428-001-05-1	LSM-44276	LSM-28449	1
BRD-K43899753	BRD-K43899753-001-05-7	LSM-44277	LSM-28484	1
BRD-K93689376	BRD-K93689376-001-05-8	LSM-44278	LSM-28500	1
BRD-K79741021	BRD-K79741021-001-05-4	LSM-44279	LSM-28508	1
BRD-K56604379	BRD-K56604379-001-05-9	LSM-44280	LSM-28514	1
BRD-K16321257	BRD-K16321257-001-05-6	LSM-44281	LSM-28515	1
BRD-K90839997	BRD-K90839997-001-06-9	LSM-44282	LSM-28529	1
BRD-K86088195	BRD-K86088195-001-05-1	LSM-44283	LSM-28566	1
BRD-K14612372	BRD-K14612372-001-06-8	LSM-44284	LSM-28575	1
BRD-K97970672	BRD-K97970672-001-05-9	LSM-44285	LSM-28578	1
BRD-K87656666	BRD-K87656666-001-05-4	LSM-44286	LSM-28615	1
BRD-K06797333	BRD-K06797333-001-05-7	LSM-44287	LSM-28621	1
BRD-A64476468	BRD-A64476468-001-06-4	LSM-44288	LSM-28624	1
BRD-K69809112	BRD-K69809112-001-05-1	LSM-44289	LSM-28654	1
BRD-K40164621	BRD-K40164621-001-06-7	LSM-44290	LSM-28656	1
BRD-K00395711	BRD-K00395711-001-06-6	LSM-44291	LSM-28664	1
BRD-K24743564	BRD-K24743564-001-06-7	LSM-44292	LSM-28666	1
BRD-K76679313	BRD-K76679313-001-05-6	LSM-44293	LSM-28679	1
BRD-K08453351	BRD-K08453351-001-05-2	LSM-44294	LSM-28690	1
BRD-K87875370	BRD-K87875370-001-01-6	LSM-44295	LSM-30919	1
BRD-K77958314	BRD-K77958314-001-01-1	LSM-44296	LSM-30949	1
BRD-K69758940	BRD-K69758940-001-01-7	LSM-44297	LSM-30968	1
BRD-K69330661	BRD-K69330661-001-01-2	LSM-44298	LSM-30975	1
BRD-K81246784	BRD-K81246784-001-01-6	LSM-44299	LSM-30988	1
BRD-K34942615	BRD-K34942615-001-01-3	LSM-44300	LSM-30995	1
BRD-K29744282	BRD-K29744282-001-01-2	LSM-44301	LSM-31000	1
BRD-K77210381	BRD-K77210381-001-01-5	LSM-44302	LSM-31003	1
BRD-K54505735	BRD-K54505735-001-01-8	LSM-44303	LSM-31009	1
BRD-K41714444	BRD-K41714444-001-01-4	LSM-44304	LSM-31020	1
BRD-K86143816	BRD-K86143816-001-01-2	LSM-44305	LSM-31022	1
BRD-K67978098	BRD-K67978098-001-01-3	LSM-44306	LSM-31026	1
BRD-K72942104	BRD-K72942104-001-01-4	LSM-44307	LSM-31033	1
BRD-K94634315	BRD-K94634315-001-01-6	LSM-44308	LSM-31038	1
BRD-K09144687	BRD-K09144687-001-01-0	LSM-44309	LSM-31055	1
BRD-K31210612	BRD-K31210612-001-02-9	LSM-44310	LSM-31057	1
BRD-K17315445	BRD-K17315445-001-01-9	LSM-44311	LSM-31059	1
BRD-K09788251	BRD-K09788251-001-01-0	LSM-44312	LSM-31068	1
BRD-K99111770	BRD-K99111770-001-01-8	LSM-44313	LSM-31072	1
BRD-K36325276	BRD-K36325276-001-01-9	LSM-44314	LSM-31073	1
BRD-K53343197	BRD-K53343197-001-01-6	LSM-44315	LSM-31075	1
BRD-K29148593	BRD-K29148593-001-01-0	LSM-44316	LSM-31085	1
BRD-K10639460	BRD-K10639460-001-01-9	LSM-44317	LSM-31090	1
BRD-K47887272	BRD-K47887272-001-01-9	LSM-44318	LSM-31092	1
BRD-K03546460	BRD-K03546460-001-01-5	LSM-44319	LSM-31103	1
BRD-K82571240	BRD-K82571240-001-01-4	LSM-44320	LSM-31104	1
BRD-K29371434	BRD-K29371434-001-01-1	LSM-44321	LSM-31105	1
BRD-K94802329	BRD-K94802329-001-01-3	LSM-44322	LSM-31107	1
BRD-K82948689	BRD-K82948689-001-01-2	LSM-44323	LSM-31113	1
BRD-K65587364	BRD-K65587364-001-01-1	LSM-44324	LSM-31117	1
BRD-K11873306	BRD-K11873306-001-01-1	LSM-44325	LSM-31136	1
BRD-K96604397	BRD-K96604397-001-01-8	LSM-44326	LSM-31137	1
BRD-K15045100	BRD-K15045100-001-01-0	LSM-44327	LSM-31150	1
BRD-K91548063	BRD-K91548063-001-01-5	LSM-44328	LSM-31161	1
BRD-K88702379	BRD-K88702379-001-01-2	LSM-44329	LSM-31162	1
BRD-K43390655	BRD-K43390655-001-01-5	LSM-44330	LSM-31164	1
BRD-K96970199	BRD-K96970199-001-01-3	LSM-44331	LSM-31179	1
BRD-K54332342	BRD-K54332342-001-01-2	LSM-44332	LSM-31180	1
BRD-K57969360	BRD-K57969360-001-01-5	LSM-44333	LSM-31192	1
BRD-K99962919	BRD-K99962919-001-01-6	LSM-44334	LSM-31195	1
BRD-K59913416	BRD-K59913416-001-01-5	LSM-44335	LSM-31196	1
BRD-K27011412	BRD-K27011412-001-01-1	LSM-44336	LSM-31202	1
BRD-K46401136	BRD-K46401136-001-01-6	LSM-44337	LSM-31205	1
