SM_LINCS_ID	SM_CENTER_COMPOUND_ID	IDsort
LSM-32744	BRD-K21708906	32744
LSM-32745	BRD-K98758221	32745
LSM-32746	BRD-K03505622	32746
LSM-32747	BRD-K81377888	32747
LSM-32748	BRD-A59285163	32748
LSM-32749	BRD-K43885503	32749
LSM-32750	BRD-K96183309	32750
LSM-32751	BRD-A86330615	32751
LSM-32752	BRD-A36746745	32752
LSM-32753	BRD-A00722675	32753
LSM-32754	BRD-A95571796	32754
LSM-32755	BRD-K14814020	32755
LSM-32756	BRD-K95430628	32756
LSM-32757	BRD-K13318462	32757
LSM-32758	BRD-K66019884	32758
LSM-32759	BRD-K12007831	32759
LSM-32760	BRD-K46440900	32760
LSM-32761	BRD-K96116345	32761
LSM-32762	BRD-A55069444	32762
LSM-32763	BRD-A33698749	32763
LSM-32764	BRD-K13121141	32764
LSM-32765	BRD-K20830923	32765
LSM-32766	BRD-K15004580	32766
LSM-32767	BRD-K94022646	32767
LSM-32768	BRD-K04177806	32768
LSM-32769	BRD-K90689171	32769
LSM-32770	BRD-K32625107	32770
LSM-32771	BRD-K03479034	32771
LSM-32772	BRD-K40355597	32772
LSM-32773	BRD-K16698366	32773
LSM-32774	BRD-K66960346	32774
LSM-32775	BRD-K29764219	32775
LSM-32776	BRD-K39806256	32776
LSM-32777	BRD-K01367395	32777
LSM-32778	BRD-K67195390	32778
LSM-32779	BRD-A45090852	32779
LSM-32780	BRD-K27430870	32780
LSM-32781	BRD-K06857049	32781
LSM-32782	BRD-K78149219	32782
LSM-32783	BRD-A64874602	32783
LSM-32784	BRD-K98040878	32784
LSM-32785	BRD-K04116137	32785
LSM-32786	BRD-A62263850	32786
LSM-32787	BRD-K21269532	32787
LSM-32788	BRD-A40812237	32788
LSM-32789	BRD-K45531529	32789
LSM-32790	BRD-K13466771	32790
LSM-32791	BRD-K38129841	32791
LSM-32792	BRD-K31555375	32792
LSM-32793	BRD-K71902827	32793
LSM-32794	BRD-K11234209	32794
LSM-32795	BRD-K73078103	32795
LSM-32796	BRD-A29833735	32796
LSM-32797	BRD-K23529342	32797
LSM-32798	BRD-K83179299	32798
LSM-32799	BRD-K17833952	32799
LSM-32800	BRD-K03810012	32800
LSM-32801	BRD-K64190772	32801
LSM-32802	BRD-A56827406	32802
LSM-32803	BRD-K44548296	32803
LSM-32804	BRD-A09796989	32804
LSM-32805	BRD-K57724152	32805
LSM-32806	BRD-K93709973	32806
LSM-32807	BRD-A15779873	32807
LSM-32808	BRD-K29272841	32808
LSM-32809	BRD-K26249248	32809
LSM-32810	BRD-K79531896	32810
LSM-32811	BRD-A27966268	32811
LSM-32812	BRD-K51324879	32812
LSM-32813	BRD-K70204320	32813
LSM-32814	BRD-A51567286	32814
LSM-32815	BRD-K94985696	32815
LSM-32816	BRD-K72054602	32816
LSM-32817	BRD-K67688670	32817
LSM-32818	BRD-M24316212	32818
LSM-32819	BRD-K58401476	32819
LSM-32820	BRD-A65183678	32820
LSM-32821	BRD-K81234354	32821
LSM-32822	BRD-A48592360	32822
LSM-32823	BRD-K13888520	32823
LSM-32824	BRD-K24595098	32824
LSM-32825	BRD-K98579162	32825
LSM-32826	BRD-K75353792	32826
LSM-32827	BRD-K17943933	32827
LSM-32828	BRD-K51132863	32828
LSM-32829	BRD-K12027758	32829
LSM-32830	BRD-K52542133	32830
LSM-32831	BRD-K42422750	32831
LSM-32832	BRD-K34728023	32832
LSM-32833	BRD-K85221467	32833
LSM-32834	BRD-K27517762	32834
LSM-32835	BRD-K64306150	32835
LSM-32836	BRD-K94927158	32836
LSM-32837	BRD-K03725988	32837
LSM-32838	BRD-K61830307	32838
LSM-32839	BRD-A20953965	32839
LSM-32840	BRD-K43702487	32840
LSM-32841	BRD-K04312617	32841
LSM-32842	BRD-A25063851	32842
LSM-32843	BRD-K64647292	32843
LSM-32844	BRD-A79329682	32844
LSM-32845	BRD-K71268006	32845
LSM-32846	BRD-K21972179	32846
LSM-32847	BRD-K68761274	32847
LSM-32848	BRD-K34927175	32848
LSM-32849	BRD-K89626667	32849
LSM-32850	BRD-K34534303	32850
LSM-32851	BRD-K98194853	32851
LSM-32852	BRD-A58309702	32852
LSM-32853	BRD-K32502421	32853
LSM-32854	BRD-K56485697	32854
LSM-32855	BRD-K65821359	32855
LSM-32856	BRD-K43194993	32856
LSM-32857	BRD-K94062080	32857
LSM-32858	BRD-K53732600	32858
LSM-32859	BRD-K79142977	32859
LSM-32860	BRD-K48074802	32860
LSM-32861	BRD-K64179374	32861
LSM-32862	BRD-K23389508	32862
LSM-32863	BRD-A58987482	32863
LSM-32864	BRD-K04642395	32864
LSM-32865	BRD-K78429211	32865
LSM-32866	BRD-K80416631	32866
LSM-32867	BRD-K29644138	32867
LSM-32868	BRD-K80883800	32868
LSM-32869	BRD-K10449879	32869
LSM-32870	BRD-K19076854	32870
LSM-32871	BRD-K05995426	32871
LSM-32872	BRD-K84502236	32872
LSM-32873	BRD-K84240191	32873
LSM-32874	BRD-K28720952	32874
LSM-32875	BRD-K16741660	32875
LSM-32876	BRD-K64235646	32876
LSM-32877	BRD-K69307797	32877
LSM-32878	BRD-K53264031	32878
LSM-32879	BRD-K14517277	32879
LSM-32880	BRD-K13548151	32880
LSM-32881	BRD-A03486163	32881
LSM-32882	BRD-A40799850	32882
LSM-32883	BRD-A35420319	32883
LSM-32884	BRD-K37906624	32884
LSM-32885	BRD-K89038400	32885
LSM-32886	BRD-K45301051	32886
LSM-32887	BRD-K56324963	32887
LSM-32888	BRD-A64499703	32888
LSM-32889	BRD-K06364698	32889
LSM-32890	BRD-K06513056	32890
LSM-32891	BRD-A67793680	32891
LSM-32892	BRD-K76188740	32892
LSM-32893	BRD-K92387554	32893
LSM-32894	BRD-K29810154	32894
LSM-32895	BRD-K28900312	32895
LSM-32896	BRD-K50250963	32896
LSM-32897	BRD-K51302642	32897
LSM-32898	BRD-K08308978	32898
LSM-32899	BRD-K92185040	32899
LSM-32900	BRD-K86355938	32900
LSM-32901	BRD-K33593838	32901
LSM-32902	BRD-K34895509	32902
LSM-32903	BRD-K34325104	32903
LSM-32904	BRD-K44969631	32904
LSM-32905	BRD-A96787752	32905
LSM-32906	BRD-K58881578	32906
LSM-32907	BRD-A19067654	32907
LSM-32908	BRD-K62988556	32908
LSM-32909	BRD-K26647922	32909
LSM-32910	BRD-K39380368	32910
LSM-32911	BRD-K25140717	32911
LSM-32912	BRD-K66459603	32912
LSM-32913	BRD-K13189410	32913
LSM-32914	BRD-K54406300	32914
LSM-32915	BRD-K84931071	32915
LSM-32916	BRD-K92614038	32916
LSM-32917	BRD-K64939875	32917
LSM-32918	BRD-K54336972	32918
LSM-32919	BRD-K70175115	32919
LSM-32920	BRD-K57030672	32920
LSM-32921	BRD-A82607477	32921
LSM-32922	BRD-K94059524	32922
LSM-32923	BRD-K29448239	32923
LSM-32924	BRD-K09830863	32924
LSM-32925	BRD-K33250330	32925
LSM-32926	BRD-K60346898	32926
LSM-32927	BRD-A25536415	32927
LSM-32928	BRD-K62708658	32928
LSM-32929	BRD-A81673942	32929
LSM-32930	BRD-A96718709	32930
LSM-32931	BRD-K65534176	32931
LSM-32932	BRD-K89357036	32932
LSM-32933	BRD-K48996339	32933
LSM-32934	BRD-K36957463	32934
LSM-32935	BRD-K61347274	32935
LSM-32936	BRD-K58467337	32936
LSM-32937	BRD-K61364657	32937
LSM-32938	BRD-K23348840	32938
LSM-32939	BRD-K22292830	32939
LSM-32940	BRD-K78374611	32940
LSM-32941	BRD-K43468669	32941
LSM-32942	BRD-K01682574	32942
LSM-32943	BRD-K71030558	32943
LSM-32944	BRD-K31684015	32944
LSM-32945	BRD-K56413268	32945
LSM-32946	BRD-A49582708	32946
LSM-32947	BRD-K35541136	32947
LSM-32948	BRD-K65937090	32948
LSM-32949	BRD-A16963916	32949
LSM-32950	BRD-K61503276	32950
LSM-32951	BRD-A86383684	32951
LSM-32952	BRD-K68225257	32952
LSM-32953	BRD-K02328763	32953
LSM-32954	BRD-K56881946	32954
LSM-32955	BRD-K17975404	32955
LSM-32956	BRD-K94410782	32956
LSM-32957	BRD-K06536988	32957
LSM-32958	BRD-A28006745	32958
LSM-32959	BRD-K07344917	32959
LSM-32960	BRD-K27378076	32960
LSM-32961	BRD-K26330968	32961
LSM-32962	BRD-K30749538	32962
LSM-32963	BRD-A35335404	32963
LSM-32964	BRD-K19779727	32964
LSM-32965	BRD-K67304645	32965
LSM-32966	BRD-K05350442	32966
LSM-32967	BRD-K66230433	32967
LSM-32968	BRD-K10651385	32968
LSM-32969	BRD-K00877464	32969
LSM-32970	BRD-K64484241	32970
LSM-32971	BRD-A65798321	32971
LSM-32972	BRD-K47034629	32972
LSM-32973	BRD-K76368702	32973
LSM-32974	BRD-K91119422	32974
LSM-32975	BRD-A96180743	32975
LSM-32976	BRD-A50028871	32976
LSM-32977	BRD-K24125110	32977
LSM-32978	BRD-K73253836	32978
LSM-32979	BRD-K67142195	32979
LSM-32980	BRD-A99985127	32980
LSM-32981	BRD-K56545046	32981
LSM-32982	BRD-A70370886	32982
LSM-32983	BRD-K60743244	32983
LSM-32984	BRD-A77686158	32984
LSM-32985	BRD-K56873616	32985
LSM-32986	BRD-A72053433	32986
LSM-32987	BRD-K38463744	32987
LSM-32988	BRD-K19848836	32988
LSM-32989	BRD-K61943989	32989
LSM-32990	BRD-K70982720	32990
LSM-32991	BRD-K35696290	32991
LSM-32992	BRD-A70327512	32992
LSM-32993	BRD-K04993135	32993
LSM-32994	BRD-K95648092	32994
LSM-32995	BRD-K22609774	32995
LSM-32996	BRD-A62095238	32996
LSM-32997	BRD-K25260870	32997
LSM-32998	BRD-K17199516	32998
LSM-32999	BRD-K94945014	32999
LSM-33000	BRD-K86379340	33000
LSM-33001	BRD-K90321439	33001
LSM-33002	BRD-A23056432	33002
LSM-33003	BRD-K68853635	33003
LSM-33004	BRD-A39840326	33004
LSM-33005	BRD-A08049203	33005
LSM-33006	BRD-A33832751	33006
LSM-33007	BRD-A48753142	33007
LSM-33008	BRD-K89502693	33008
LSM-33009	BRD-K40625912	33009
LSM-33010	BRD-K96783829	33010
LSM-33011	BRD-K40723868	33011
LSM-33012	BRD-K52062784	33012
LSM-33013	BRD-K16565261	33013
LSM-33014	BRD-A90837308	33014
LSM-33015	BRD-K47187153	33015
LSM-33016	BRD-K10688179	33016
LSM-33017	BRD-K77858004	33017
LSM-33018	BRD-A41497107	33018
LSM-33019	BRD-A04445933	33019
LSM-33020	BRD-K12208406	33020
LSM-33021	BRD-A64419226	33021
LSM-33022	BRD-K22616936	33022
LSM-33023	BRD-K39004208	33023
LSM-33024	BRD-K41049580	33024
LSM-33025	BRD-K02171186	33025
LSM-33026	BRD-K92691194	33026
LSM-33027	BRD-K22719264	33027
LSM-33028	BRD-K62081812	33028
LSM-33029	BRD-A51476727	33029
LSM-33030	BRD-K95248561	33030
LSM-33031	BRD-K50447468	33031
LSM-33032	BRD-K13438055	33032
LSM-33033	BRD-K47517909	33033
LSM-33034	BRD-K85646730	33034
LSM-33035	BRD-A67565174	33035
LSM-33036	BRD-A11614220	33036
LSM-33037	BRD-K24023169	33037
LSM-33038	BRD-K14858891	33038
LSM-33039	BRD-A27997471	33039
LSM-33040	BRD-K87511180	33040
LSM-33041	BRD-K44059833	33041
LSM-33042	BRD-K56631443	33042
LSM-33043	BRD-K74727561	33043
LSM-33044	BRD-K56886042	33044
LSM-33045	BRD-A36245464	33045
LSM-33046	BRD-A83875254	33046
LSM-33047	BRD-K53458780	33047
LSM-33048	BRD-A70099008	33048
LSM-33049	BRD-K45714931	33049
LSM-33050	BRD-K55795421	33050
LSM-33051	BRD-K56034970	33051
LSM-33052	BRD-A84923154	33052
LSM-33053	BRD-K09528868	33053
LSM-33054	BRD-K56441027	33054
LSM-33055	BRD-K25645002	33055
LSM-33056	BRD-K73859343	33056
LSM-33057	BRD-A79316179	33057
LSM-33058	BRD-K63568016	33058
LSM-33059	BRD-K78192025	33059
LSM-33060	BRD-K40222892	33060
LSM-33061	BRD-K84518331	33061
LSM-33062	BRD-K26634627	33062
LSM-33063	BRD-K28656917	33063
LSM-33064	BRD-K26976202	33064
LSM-33065	BRD-K89770910	33065
LSM-33066	BRD-K48092898	33066
LSM-33067	BRD-K39815998	33067
LSM-33068	BRD-K61533770	33068
LSM-33069	BRD-K69396470	33069
LSM-33070	BRD-A46317335	33070
LSM-33071	BRD-K46239950	33071
LSM-33072	BRD-K01452910	33072
LSM-33073	BRD-K97624853	33073
LSM-33074	BRD-K31363949	33074
LSM-33075	BRD-K97700172	33075
LSM-33076	BRD-K61551681	33076
LSM-33077	BRD-K76942055	33077
LSM-33078	BRD-K77445233	33078
LSM-33079	BRD-K30643363	33079
LSM-33080	BRD-K22298558	33080
LSM-33081	BRD-K03515786	33081
LSM-33082	BRD-K69087429	33082
LSM-33083	BRD-K98451611	33083
LSM-33084	BRD-A20248179	33084
LSM-33085	BRD-K10146653	33085
LSM-33086	BRD-K97247086	33086
LSM-33087	BRD-A69110666	33087
LSM-33088	BRD-A89983325	33088
LSM-33089	BRD-K36422663	33089
LSM-33090	BRD-K64425085	33090
LSM-33091	BRD-K55869732	33091
LSM-33092	BRD-K69252983	33092
LSM-33093	BRD-K58586013	33093
LSM-33094	BRD-K55105453	33094
LSM-33095	BRD-K20831543	33095
LSM-33096	BRD-K87126326	33096
LSM-33097	BRD-K95417411	33097
LSM-33098	BRD-A98099470	33098
LSM-33099	BRD-A77941182	33099
LSM-33100	BRD-K57274378	33100
LSM-33101	BRD-A68323834	33101
LSM-33102	BRD-A56909893	33102
LSM-33103	BRD-K29509140	33103
LSM-33104	BRD-K78625574	33104
LSM-33105	BRD-K61021741	33105
LSM-33106	BRD-A73635700	33106
LSM-33107	BRD-K82570855	33107
LSM-33108	BRD-K85311003	33108
LSM-33109	BRD-K69678391	33109
LSM-33110	BRD-K35085740	33110
LSM-33111	BRD-K52231520	33111
LSM-33112	BRD-K96624721	33112
LSM-33113	BRD-K67092184	33113
LSM-33114	BRD-K80535598	33114
LSM-33115	BRD-K79433629	33115
LSM-33116	BRD-K88323568	33116
LSM-33117	BRD-K06157545	33117
LSM-33118	BRD-K28579021	33118
LSM-33119	BRD-K65410345	33119
LSM-33120	BRD-K14144134	33120
LSM-33121	BRD-K38240683	33121
LSM-33122	BRD-K87010860	33122
LSM-33123	BRD-K05444553	33123
LSM-33124	BRD-K69337311	33124
LSM-33125	BRD-K51167279	33125
LSM-33126	BRD-A87325732	33126
LSM-33127	BRD-K49094605	33127
LSM-33128	BRD-K13973870	33128
LSM-33129	BRD-K13436682	33129
LSM-33130	BRD-K06116445	33130
LSM-33131	BRD-K10460649	33131
LSM-33132	BRD-K76210487	33132
LSM-33133	BRD-K00507184	33133
LSM-33134	BRD-K57626519	33134
LSM-33135	BRD-K46149271	33135
LSM-33136	BRD-K13049124	33136
LSM-33137	BRD-K62102480	33137
LSM-33138	BRD-K95558029	33138
LSM-33139	BRD-K53110645	33139
LSM-33140	BRD-K07861364	33140
LSM-33141	BRD-K09450441	33141
LSM-33142	BRD-K25137119	33142
LSM-33143	BRD-K63171151	33143
LSM-33144	BRD-K86008496	33144
LSM-33145	BRD-K20355073	33145
LSM-33146	BRD-K23860926	33146
LSM-33147	BRD-A59995060	33147
LSM-33148	BRD-K59028365	33148
LSM-33149	BRD-K33606963	33149
LSM-33150	BRD-K73355908	33150
LSM-33151	BRD-K34044309	33151
LSM-33152	BRD-K76215709	33152
LSM-33153	BRD-K29320859	33153
LSM-33154	BRD-K44193634	33154
LSM-33155	BRD-K16496140	33155
LSM-33156	BRD-K29992178	33156
LSM-33157	BRD-K77801455	33157
LSM-33158	BRD-K81266242	33158
LSM-33159	BRD-A05635986	33159
LSM-33160	BRD-K16231990	33160
LSM-33161	BRD-K32476586	33161
LSM-33162	BRD-K07755570	33162
LSM-33163	BRD-K70305913	33163
LSM-33164	BRD-K10989535	33164
LSM-33165	BRD-K93611325	33165
LSM-33166	BRD-K16915521	33166
LSM-33167	BRD-K30558628	33167
LSM-33168	BRD-K69528787	33168
LSM-33169	BRD-K40260328	33169
LSM-33170	BRD-K60216304	33170
LSM-33171	BRD-K17020860	33171
LSM-33172	BRD-K79232672	33172
LSM-33173	BRD-A63704386	33173
LSM-33174	BRD-A61014366	33174
LSM-33175	BRD-A22089150	33175
LSM-33176	BRD-K00359952	33176
LSM-33177	BRD-K08534346	33177
LSM-33178	BRD-A35323217	33178
LSM-33179	BRD-A84816049	33179
LSM-33180	BRD-K32802965	33180
LSM-33181	BRD-A11814108	33181
LSM-33182	BRD-K12132610	33182
LSM-33183	BRD-K87000197	33183
LSM-33184	BRD-K68705041	33184
LSM-33185	BRD-K41574232	33185
LSM-33186	BRD-K87722624	33186
LSM-33187	BRD-K83949633	33187
LSM-33188	BRD-K01281780	33188
LSM-33189	BRD-K16780806	33189
LSM-33190	BRD-K77922263	33190
LSM-33191	BRD-K35978846	33191
LSM-33192	BRD-K04930806	33192
LSM-33193	BRD-K92910000	33193
LSM-33194	BRD-K16167206	33194
LSM-33195	BRD-K85554193	33195
LSM-33196	BRD-K87386611	33196
LSM-33197	BRD-A73150064	33197
LSM-33198	BRD-K52170475	33198
LSM-33199	BRD-K45350681	33199
LSM-33200	BRD-A18825024	33200
LSM-33201	BRD-A66566298	33201
LSM-33202	BRD-K31233830	33202
LSM-33203	BRD-K57202089	33203
LSM-33204	BRD-K66733186	33204
LSM-33205	BRD-K67835515	33205
LSM-33206	BRD-K22173206	33206
LSM-33207	BRD-K81160595	33207
LSM-33208	BRD-A20314546	33208
LSM-33209	BRD-K07011015	33209
LSM-33210	BRD-K91596921	33210
LSM-33211	BRD-K56469794	33211
LSM-33212	BRD-K90594901	33212
LSM-33213	BRD-K67980271	33213
LSM-33214	BRD-K54384984	33214
LSM-33215	BRD-K26826253	33215
LSM-33216	BRD-K38766433	33216
LSM-33217	BRD-K08247496	33217
LSM-33218	BRD-K48276655	33218
LSM-33219	BRD-K84320538	33219
LSM-33220	BRD-K73088636	33220
LSM-33221	BRD-K10404799	33221
LSM-33222	BRD-K36537572	33222
LSM-33223	BRD-K41649962	33223
LSM-33224	BRD-K74971765	33224
LSM-33225	BRD-A91931411	33225
LSM-33226	BRD-K25363217	33226
LSM-33227	BRD-A19829191	33227
LSM-33228	BRD-K72261386	33228
LSM-33229	BRD-K56802897	33229
LSM-33230	BRD-K98326977	33230
LSM-33231	BRD-K62170825	33231
LSM-33232	BRD-K70594121	33232
LSM-33233	BRD-K78477132	33233
LSM-33234	BRD-A37796306	33234
LSM-33235	BRD-A92490200	33235
LSM-33236	BRD-K63912037	33236
LSM-33237	BRD-K77751431	33237
LSM-33238	BRD-K22002184	33238
LSM-33239	BRD-K42943023	33239
LSM-33240	BRD-A70167453	33240
LSM-33241	BRD-A50287893	33241
LSM-33242	BRD-K35596700	33242
LSM-33243	BRD-K75672292	33243
LSM-33244	BRD-K22610244	33244
LSM-33245	BRD-A20208638	33245
LSM-33246	BRD-K23905877	33246
LSM-33247	BRD-K81952048	33247
LSM-33248	BRD-K06729289	33248
LSM-33249	BRD-K66299486	33249
LSM-33250	BRD-K04219533	33250
LSM-33251	BRD-A17043706	33251
LSM-33252	BRD-K64717502	33252
LSM-33253	BRD-K98253383	33253
LSM-33254	BRD-K43680691	33254
LSM-33255	BRD-K38984040	33255
LSM-33256	BRD-A39407481	33256
LSM-33257	BRD-K24220535	33257
LSM-33258	BRD-A46631350	33258
LSM-33259	BRD-K70685307	33259
LSM-33260	BRD-K65259629	33260
LSM-33261	BRD-A89499670	33261
LSM-33262	BRD-K74870161	33262
LSM-33263	BRD-K14203360	33263
LSM-33264	BRD-A39193201	33264
LSM-33265	BRD-A26640795	33265
LSM-33266	BRD-K36196444	33266
LSM-33267	BRD-A25883214	33267
LSM-33268	BRD-K53665750	33268
LSM-33269	BRD-K13515483	33269
LSM-33270	BRD-K06335310	33270
LSM-33271	BRD-K85716998	33271
LSM-33272	BRD-K52361779	33272
LSM-33273	BRD-A57982699	33273
LSM-33274	BRD-A66164310	33274
LSM-33275	BRD-K63984483	33275
LSM-33276	BRD-K03608799	33276
LSM-33277	BRD-K25284184	33277
LSM-33278	BRD-K35480932	33278
LSM-33279	BRD-K20437312	33279
LSM-33280	BRD-A44438286	33280
LSM-33281	BRD-K24598235	33281
LSM-33282	BRD-A06840811	33282
LSM-33283	BRD-K98431828	33283
LSM-33284	BRD-K29713418	33284
LSM-33285	BRD-K97682096	33285
LSM-33286	BRD-K07756997	33286
LSM-33287	BRD-A42612443	33287
LSM-33288	BRD-K92433833	33288
LSM-33289	BRD-K19378563	33289
LSM-33290	BRD-A55153871	33290
LSM-33291	BRD-K20470077	33291
LSM-33292	BRD-K93310782	33292
LSM-33293	BRD-K42558179	33293
LSM-33294	BRD-K11493601	33294
LSM-33295	BRD-A12725272	33295
LSM-33296	BRD-K64660038	33296
LSM-33297	BRD-A62787624	33297
LSM-33298	BRD-K76738405	33298
LSM-33299	BRD-K35717699	33299
LSM-33300	BRD-K91654532	33300
LSM-33301	BRD-K88003497	33301
LSM-33302	BRD-K93662118	33302
LSM-33303	BRD-K20236423	33303
LSM-33304	BRD-K16542972	33304
LSM-33305	BRD-K89652482	33305
LSM-33306	BRD-K11554989	33306
LSM-33307	BRD-K34624391	33307
LSM-33308	BRD-K23296676	33308
LSM-33309	BRD-K13461720	33309
LSM-33310	BRD-K89900384	33310
LSM-33311	BRD-K59232896	33311
LSM-33312	BRD-K47474571	33312
LSM-33313	BRD-K60430111	33313
LSM-33314	BRD-K57205873	33314
LSM-33315	BRD-K55749438	33315
LSM-33316	BRD-K55835264	33316
LSM-33317	BRD-K37619154	33317
LSM-33318	BRD-K65005459	33318
LSM-33319	BRD-K50171760	33319
LSM-33320	BRD-K66572611	33320
LSM-33321	BRD-K16935435	33321
LSM-33322	BRD-K53770426	33322
LSM-33323	BRD-K07665396	33323
LSM-33324	BRD-K95428783	33324
LSM-33325	BRD-K87073572	33325
LSM-33326	BRD-K61439332	33326
LSM-33327	BRD-K68134791	33327
LSM-33328	BRD-K87879912	33328
LSM-33329	BRD-K21786986	33329
LSM-33330	BRD-K92018859	33330
LSM-33331	BRD-K96945247	33331
LSM-33332	BRD-K56973599	33332
LSM-33333	BRD-A73618687	33333
LSM-33334	BRD-K30372674	33334
LSM-33335	BRD-K15474464	33335
LSM-33336	BRD-A09961470	33336
LSM-33337	BRD-K98941192	33337
LSM-33338	BRD-K43543979	33338
LSM-33339	BRD-A21877498	33339
LSM-33340	BRD-K64451677	33340
LSM-33341	BRD-K50894381	33341
LSM-33342	BRD-K76015448	33342
LSM-33343	BRD-K03370561	33343
LSM-33344	BRD-K32120119	33344
LSM-33345	BRD-A00680357	33345
LSM-33346	BRD-K33379484	33346
LSM-33347	BRD-A98208100	33347
LSM-33348	BRD-K24418561	33348
LSM-33349	BRD-K83028309	33349
LSM-33350	BRD-K35776062	33350
LSM-33351	BRD-K96950016	33351
LSM-33352	BRD-K61834309	33352
LSM-33353	BRD-K71567488	33353
LSM-33354	BRD-K81791146	33354
LSM-33355	BRD-K48808440	33355
LSM-33356	BRD-K28072625	33356
LSM-33357	BRD-K98516318	33357
LSM-33358	BRD-K86299582	33358
LSM-33359	BRD-K15749522	33359
LSM-33360	BRD-K57051756	33360
LSM-33361	BRD-K09010757	33361
LSM-33362	BRD-K05858194	33362
LSM-33363	BRD-K11424490	33363
LSM-33364	BRD-K09643614	33364
LSM-33365	BRD-K71478082	33365
LSM-33366	BRD-K36123624	33366
LSM-33367	BRD-K60178947	33367
LSM-33368	BRD-K38262410	33368
LSM-33369	BRD-K59948003	33369
LSM-33370	BRD-K72423481	33370
LSM-33371	BRD-K67079318	33371
LSM-33372	BRD-K81788647	33372
LSM-33373	BRD-M64738662	33373
LSM-33374	BRD-K84601654	33374
LSM-33375	BRD-K84935743	33375
LSM-33376	BRD-K04577896	33376
LSM-33377	BRD-K80211627	33377
LSM-33378	BRD-K13576780	33378
LSM-33379	BRD-K50986005	33379
LSM-33380	BRD-K27957988	33380
LSM-33381	BRD-K27672592	33381
LSM-33382	BRD-A70583889	33382
LSM-33383	BRD-K80363113	33383
LSM-33384	BRD-K81581075	33384
LSM-33385	BRD-K06454991	33385
LSM-33386	BRD-K30923778	33386
LSM-33387	BRD-K05238641	33387
LSM-33388	BRD-K79796300	33388
LSM-33389	BRD-K65767156	33389
LSM-33390	BRD-K51009748	33390
LSM-33391	BRD-K90518221	33391
LSM-33392	BRD-K14995049	33392
LSM-33393	BRD-K15062483	33393
LSM-33394	BRD-K52510091	33394
LSM-33395	BRD-A68848060	33395
LSM-33396	BRD-K81634971	33396
LSM-33397	BRD-K55279790	33397
LSM-33398	BRD-K09981426	33398
LSM-33399	BRD-K22248919	33399
LSM-33400	BRD-K59169222	33400
LSM-33401	BRD-K09106639	33401
LSM-33402	BRD-K68299095	33402
LSM-33403	BRD-K36378500	33403
LSM-33404	BRD-K00250569	33404
LSM-33405	BRD-A18933326	33405
LSM-33406	BRD-A24331453	33406
LSM-33407	BRD-K62034673	33407
LSM-33408	BRD-K67575087	33408
LSM-33409	BRD-K29901384	33409
LSM-33410	BRD-A96123516	33410
LSM-33411	BRD-K47995064	33411
LSM-33412	BRD-K85342376	33412
LSM-33413	BRD-K42916143	33413
LSM-33414	BRD-K66826828	33414
LSM-33415	BRD-K65087041	33415
LSM-33416	BRD-K84184519	33416
LSM-33417	BRD-K51864673	33417
LSM-33418	BRD-K04263212	33418
LSM-33419	BRD-K61111348	33419
LSM-33420	BRD-K77703126	33420
LSM-33421	BRD-K97812099	33421
LSM-33422	BRD-K12021538	33422
LSM-33423	BRD-K23246129	33423
LSM-33424	BRD-K95454910	33424
LSM-33425	BRD-A09645129	33425
LSM-33426	BRD-K40899925	33426
LSM-33427	BRD-A54602194	33427
LSM-33428	BRD-A00430899	33428
LSM-33429	BRD-A10325891	33429
LSM-33430	BRD-K22053600	33430
LSM-33431	BRD-K67390150	33431
LSM-33432	BRD-A39317952	33432
LSM-33433	BRD-K18250782	33433
LSM-33434	BRD-A32933415	33434
LSM-33435	BRD-K78496035	33435
LSM-33436	BRD-K04687551	33436
LSM-33437	BRD-K32601620	33437
LSM-33438	BRD-K65781692	33438
LSM-33439	BRD-A95149992	33439
LSM-33440	BRD-K45326926	33440
LSM-33441	BRD-K72280346	33441
LSM-33442	BRD-K47056313	33442
LSM-33443	BRD-K15679248	33443
LSM-33444	BRD-K67616172	33444
LSM-33445	BRD-K75846607	33445
LSM-33446	BRD-K82081984	33446
LSM-33447	BRD-K02130669	33447
LSM-33448	BRD-K64874334	33448
LSM-33449	BRD-K40672149	33449
LSM-33450	BRD-K99390369	33450
LSM-33451	BRD-K16108472	33451
LSM-33452	BRD-K60884920	33452
LSM-33453	BRD-A12870365	33453
LSM-33454	BRD-A87844399	33454
LSM-33455	BRD-A68903120	33455
LSM-33456	BRD-K78779251	33456
LSM-33457	BRD-K20808438	33457
LSM-33458	BRD-A07935941	33458
LSM-33459	BRD-K16619620	33459
LSM-33460	BRD-K66035938	33460
LSM-33461	BRD-K30674400	33461
LSM-33462	BRD-K60332514	33462
LSM-33463	BRD-K08832724	33463
LSM-33464	BRD-K69273720	33464
LSM-33465	BRD-A76870824	33465
LSM-33466	BRD-K15683845	33466
LSM-33467	BRD-A01315431	33467
LSM-33468	BRD-A51523385	33468
LSM-33469	BRD-K17751650	33469
LSM-33470	BRD-K74868855	33470
LSM-33471	BRD-K01289574	33471
LSM-33472	BRD-K68122544	33472
LSM-33473	BRD-K74853755	33473
LSM-33474	BRD-K76732417	33474
LSM-33475	BRD-K71829532	33475
LSM-33476	BRD-K81745870	33476
LSM-33477	BRD-K94696260	33477
LSM-33478	BRD-A86473322	33478
