SM_LINCS_ID	SM_CENTER_COMPOUND_ID	IDsort
LSM-7533	BRD-K52947657	7533
LSM-7534	BRD-K53121826	7534
LSM-7535	BRD-K53174909	7535
LSM-7536	BRD-K53185063	7536
LSM-7537	BRD-K53255530	7537
LSM-7538	BRD-K53350977	7538
LSM-7539	BRD-K53425819	7539
LSM-7540	BRD-K53477720	7540
LSM-7541	BRD-K53549851	7541
LSM-7542	BRD-K53601225	7542
LSM-7543	BRD-K53700261	7543
LSM-7544	BRD-K53756103	7544
LSM-7545	BRD-K53792011	7545
LSM-7546	BRD-K53798768	7546
LSM-7547	BRD-K53839527	7547
LSM-7548	BRD-K53861829	7548
LSM-7549	BRD-K53868452	7549
LSM-7550	BRD-K53914976	7550
LSM-7551	BRD-K53978628	7551
LSM-7552	BRD-K53985154	7552
LSM-7553	BRD-K54049773	7553
LSM-7554	BRD-K54261877	7554
LSM-7555	BRD-K54278059	7555
LSM-7556	BRD-K54347561	7556
LSM-7557	BRD-K54381125	7557
LSM-7558	BRD-K54395291	7558
LSM-7559	BRD-K54419202	7559
LSM-7560	BRD-K54543443	7560
LSM-7561	BRD-K54560380	7561
LSM-7562	BRD-K54595160	7562
LSM-7563	BRD-K54647996	7563
LSM-7564	BRD-K54671386	7564
LSM-7565	BRD-K54676281	7565
LSM-7566	BRD-K54735832	7566
LSM-7567	BRD-K54789622	7567
LSM-7568	BRD-K54857308	7568
LSM-7569	BRD-K54864501	7569
LSM-7570	BRD-K54885483	7570
LSM-7571	BRD-K54935014	7571
LSM-7572	BRD-K55025062	7572
LSM-7573	BRD-K55035262	7573
LSM-7574	BRD-K55231301	7574
LSM-7575	BRD-K55282910	7575
LSM-7576	BRD-K55300135	7576
LSM-7577	BRD-K55343182	7577
LSM-7578	BRD-K55415928	7578
LSM-7579	BRD-K55434198	7579
LSM-7580	BRD-K55452151	7580
LSM-7581	BRD-K55482336	7581
LSM-7582	BRD-K55504273	7582
LSM-7583	BRD-K55522699	7583
LSM-7584	BRD-K55657259	7584
LSM-7585	BRD-K55681368	7585
LSM-7586	BRD-K55775078	7586
LSM-7587	BRD-K55860636	7587
LSM-7588	BRD-K56051237	7588
LSM-7589	BRD-K56242781	7589
LSM-7590	BRD-K56274797	7590
LSM-7591	BRD-K56304906	7591
LSM-7592	BRD-K56375979	7592
LSM-7593	BRD-K56562216	7593
LSM-7594	BRD-K56592974	7594
LSM-7595	BRD-K56634255	7595
LSM-7596	BRD-K56945633	7596
LSM-7597	BRD-K56961909	7597
LSM-7598	BRD-K57009782	7598
LSM-7599	BRD-K57016057	7599
LSM-7600	BRD-K57017252	7600
LSM-7601	BRD-K57082361	7601
LSM-7602	BRD-K57133453	7602
LSM-7603	BRD-K57169040	7603
LSM-7604	BRD-K57179401	7604
LSM-7605	BRD-K57218871	7605
LSM-7606	BRD-K57230817	7606
LSM-7607	BRD-K57272712	7607
LSM-7608	BRD-K57339160	7608
LSM-7609	BRD-K57341983	7609
LSM-7610	BRD-K57371454	7610
LSM-7611	BRD-K57461880	7611
LSM-7612	BRD-K57537921	7612
LSM-7613	BRD-K57579659	7613
LSM-7614	BRD-K57627685	7614
LSM-7615	BRD-K57690336	7615
LSM-7616	BRD-K57756744	7616
LSM-7617	BRD-K57758244	7617
LSM-7618	BRD-K57873755	7618
LSM-7619	BRD-K57902493	7619
LSM-7620	BRD-K57987292	7620
LSM-7621	BRD-K58034811	7621
LSM-7622	BRD-K58079191	7622
LSM-7623	BRD-K58134288	7623
LSM-7624	BRD-K58377762	7624
LSM-7625	BRD-K58404149	7625
LSM-7626	BRD-K58747666	7626
LSM-7627	BRD-K58775116	7627
LSM-7628	BRD-K58790952	7628
LSM-7629	BRD-K59099936	7629
LSM-7630	BRD-K59155687	7630
LSM-7631	BRD-K59174091	7631
LSM-7632	BRD-K59453031	7632
LSM-7633	BRD-K59475561	7633
LSM-7634	BRD-K59524902	7634
LSM-7635	BRD-K59539129	7635
LSM-7636	BRD-K59551872	7636
LSM-7637	BRD-K59578981	7637
LSM-7638	BRD-K59730983	7638
LSM-7639	BRD-K59870400	7639
LSM-7640	BRD-K60002680	7640
LSM-7641	BRD-K60002786	7641
LSM-7642	BRD-K60056824	7642
LSM-7643	BRD-K60056908	7643
LSM-7644	BRD-K60069548	7644
LSM-7645	BRD-K60129749	7645
LSM-7646	BRD-K60143275	7646
LSM-7647	BRD-K60245465	7647
LSM-7648	BRD-K60339813	7648
LSM-7649	BRD-K60343011	7649
LSM-7650	BRD-K60520051	7650
LSM-7651	BRD-K60527064	7651
LSM-7652	BRD-K60638204	7652
LSM-7653	BRD-K60656884	7653
LSM-7654	BRD-K60659225	7654
LSM-7655	BRD-K60679910	7655
LSM-7656	BRD-K60732356	7656
LSM-7657	BRD-K60741970	7657
LSM-7658	BRD-K60820896	7658
LSM-7659	BRD-K60840479	7659
LSM-7660	BRD-K60963631	7660
LSM-7661	BRD-K60984759	7661
LSM-7662	BRD-K60997369	7662
LSM-7663	BRD-K61070477	7663
LSM-7664	BRD-K61208213	7664
LSM-7665	BRD-K61391179	7665
LSM-7666	BRD-K61412007	7666
LSM-7667	BRD-K61535492	7667
LSM-7668	BRD-K61541549	7668
LSM-7669	BRD-K61861910	7669
LSM-7670	BRD-K61872587	7670
LSM-7671	BRD-K61953981	7671
LSM-7672	BRD-K61965677	7672
LSM-7673	BRD-K62047982	7673
LSM-7674	BRD-K62051893	7674
LSM-7675	BRD-K62114978	7675
LSM-7676	BRD-K62191543	7676
LSM-7677	BRD-K62214276	7677
LSM-7678	BRD-K62283710	7678
LSM-7679	BRD-K62442112	7679
LSM-7680	BRD-K62447749	7680
LSM-7681	BRD-K62462045	7681
LSM-7682	BRD-K62528537	7682
LSM-7683	BRD-K62567808	7683
LSM-7684	BRD-K62599086	7684
LSM-7685	BRD-K62602051	7685
LSM-7686	BRD-K62624932	7686
LSM-7687	BRD-K62771544	7687
LSM-7688	BRD-K62780697	7688
LSM-7689	BRD-K62875000	7689
LSM-7690	BRD-K62881454	7690
LSM-7691	BRD-K62980388	7691
LSM-7692	BRD-K63345683	7692
LSM-7693	BRD-K63406313	7693
LSM-7694	BRD-K63431240	7694
LSM-7695	BRD-K63448182	7695
LSM-7696	BRD-K63473855	7696
LSM-7697	BRD-K63484613	7697
LSM-7698	BRD-K63539924	7698
LSM-7699	BRD-K63733272	7699
LSM-7700	BRD-K63757709	7700
LSM-7701	BRD-K63807676	7701
LSM-7702	BRD-K63870957	7702
LSM-7703	BRD-K63947305	7703
LSM-7704	BRD-K63948704	7704
LSM-7705	BRD-K64147637	7705
LSM-7706	BRD-K64217340	7706
LSM-7707	BRD-K64217932	7707
LSM-7708	BRD-K64233461	7708
LSM-7709	BRD-K64249376	7709
LSM-7710	BRD-K64552378	7710
LSM-7711	BRD-K64831080	7711
LSM-7712	BRD-K64882872	7712
LSM-7713	BRD-K64894352	7713
LSM-7714	BRD-K64930281	7714
LSM-7715	BRD-K64979177	7715
LSM-7716	BRD-K65067638	7716
LSM-7717	BRD-K65196043	7717
LSM-7718	BRD-K65313110	7718
LSM-7719	BRD-K65409714	7719
LSM-7720	BRD-K65461993	7720
LSM-7721	BRD-K65466135	7721
LSM-7722	BRD-K65529687	7722
LSM-7723	BRD-K65598823	7723
LSM-7724	BRD-K65611481	7724
LSM-7725	BRD-K65708449	7725
LSM-7726	BRD-K65790118	7726
LSM-7727	BRD-K65837806	7727
LSM-7728	BRD-K65999663	7728
LSM-7729	BRD-K66035321	7729
LSM-7730	BRD-K66110520	7730
LSM-7731	BRD-K66149578	7731
LSM-7732	BRD-K66204187	7732
LSM-7733	BRD-K66211423	7733
LSM-7734	BRD-K66363099	7734
LSM-7735	BRD-K66555134	7735
LSM-7736	BRD-K66573697	7736
LSM-7737	BRD-K66599765	7737
LSM-7738	BRD-K66698705	7738
LSM-7739	BRD-K66803141	7739
LSM-7740	BRD-K66809950	7740
LSM-7741	BRD-K66925231	7741
LSM-7742	BRD-K66975912	7742
LSM-7743	BRD-K67155745	7743
LSM-7744	BRD-K67209190	7744
LSM-7745	BRD-K67240417	7745
LSM-7746	BRD-K67269534	7746
LSM-7747	BRD-K67291850	7747
LSM-7748	BRD-K67321912	7748
LSM-7749	BRD-K67365258	7749
LSM-7750	BRD-K67407970	7750
LSM-7751	BRD-K67727634	7751
LSM-7752	BRD-K67771738	7752
LSM-7753	BRD-K67862892	7753
LSM-7754	BRD-K67891857	7754
LSM-7755	BRD-K67936348	7755
LSM-7756	BRD-K67944552	7756
LSM-7757	BRD-K68216590	7757
LSM-7758	BRD-K68233995	7758
LSM-7759	BRD-K68246261	7759
LSM-7760	BRD-K68246656	7760
LSM-7761	BRD-K68311329	7761
LSM-7762	BRD-K68350686	7762
LSM-7763	BRD-K68359762	7763
LSM-7764	BRD-K68421632	7764
LSM-7765	BRD-K68546494	7765
LSM-7766	BRD-K68670732	7766
LSM-7767	BRD-K68690449	7767
LSM-7768	BRD-K68876477	7768
LSM-7769	BRD-K69054398	7769
LSM-7770	BRD-K69142462	7770
LSM-7771	BRD-K69194443	7771
LSM-7772	BRD-K69343050	7772
LSM-7773	BRD-K69349639	7773
LSM-7774	BRD-K69429207	7774
LSM-7775	BRD-K69431670	7775
LSM-7776	BRD-K69503483	7776
LSM-7777	BRD-K69516264	7777
LSM-7778	BRD-K69672299	7778
LSM-7779	BRD-K69697800	7779
LSM-7780	BRD-K69792860	7780
LSM-7781	BRD-K69805180	7781
LSM-7782	BRD-K69817449	7782
LSM-7783	BRD-K69827766	7783
LSM-7784	BRD-K69892607	7784
LSM-7785	BRD-K69983865	7785
LSM-7786	BRD-K70018966	7786
LSM-7787	BRD-K70054078	7787
LSM-7788	BRD-K70055050	7788
LSM-7789	BRD-K70102743	7789
LSM-7790	BRD-K70345064	7790
LSM-7791	BRD-K70744040	7791
LSM-7792	BRD-K70838368	7792
LSM-7793	BRD-K70940447	7793
LSM-7794	BRD-K71004332	7794
LSM-7795	BRD-K71216533	7795
LSM-7796	BRD-K71329594	7796
LSM-7797	BRD-K71819159	7797
LSM-7798	BRD-K71839385	7798
LSM-7799	BRD-K71964750	7799
LSM-7800	BRD-K72318460	7800
LSM-7801	BRD-K72391864	7801
LSM-7802	BRD-K72515004	7802
LSM-7803	BRD-K72623425	7803
LSM-7804	BRD-K72766058	7804
LSM-7805	BRD-K72783054	7805
LSM-7806	BRD-K72913973	7806
LSM-7807	BRD-K72980834	7807
LSM-7808	BRD-K72999223	7808
LSM-7809	BRD-K73162352	7809
LSM-7810	BRD-K73282213	7810
LSM-7811	BRD-K73360774	7811
LSM-7812	BRD-K73532097	7812
LSM-7813	BRD-K73542906	7813
LSM-7814	BRD-K73643601	7814
LSM-7815	BRD-K73871495	7815
LSM-7816	BRD-K73911580	7816
LSM-7817	BRD-K73928524	7817
LSM-7818	BRD-K74055572	7818
LSM-7819	BRD-K74145465	7819
LSM-7820	BRD-K74504761	7820
LSM-7821	BRD-K74843557	7821
LSM-7822	BRD-K74885091	7822
LSM-7823	BRD-K74962003	7823
LSM-7824	BRD-K75291656	7824
LSM-7825	BRD-K75393430	7825
LSM-7826	BRD-K75460409	7826
LSM-7827	BRD-K75580081	7827
LSM-7828	BRD-K75636715	7828
LSM-7829	BRD-K75707803	7829
LSM-7830	BRD-K75755028	7830
LSM-7831	BRD-K75965029	7831
LSM-7832	BRD-K75990826	7832
LSM-7833	BRD-K76132378	7833
LSM-7834	BRD-K76227258	7834
LSM-7835	BRD-K76321890	7835
LSM-7836	BRD-K76450606	7836
LSM-7837	BRD-K76547245	7837
LSM-7838	BRD-K76582515	7838
LSM-7839	BRD-K76703685	7839
LSM-7840	BRD-K76825413	7840
LSM-7841	BRD-K76892938	7841
LSM-7842	BRD-K76893224	7842
LSM-7843	BRD-K76960042	7843
LSM-7844	BRD-K76964118	7844
LSM-7845	BRD-K76973159	7845
LSM-7846	BRD-K76989634	7846
LSM-7847	BRD-K76996839	7847
LSM-7848	BRD-K77069371	7848
LSM-7849	BRD-K77221985	7849
LSM-7850	BRD-K77229048	7850
LSM-7851	BRD-K77264230	7851
LSM-7852	BRD-K77282409	7852
LSM-7853	BRD-K77304272	7853
LSM-7854	BRD-K77323800	7854
LSM-7855	BRD-K77422873	7855
LSM-7856	BRD-K77423370	7856
LSM-7857	BRD-K77424821	7857
LSM-7858	BRD-K77517292	7858
LSM-7859	BRD-K77644960	7859
LSM-7860	BRD-K77703574	7860
LSM-7861	BRD-K77805051	7861
LSM-7862	BRD-K77924862	7862
LSM-7863	BRD-K77954087	7863
LSM-7864	BRD-K77987559	7864
LSM-7865	BRD-K78118043	7865
LSM-7866	BRD-K78120854	7866
LSM-7867	BRD-K78173425	7867
LSM-7868	BRD-K78218619	7868
LSM-7869	BRD-K78223464	7869
LSM-7870	BRD-K78232231	7870
LSM-7871	BRD-K78352220	7871
LSM-7872	BRD-K78380066	7872
LSM-7873	BRD-K78380744	7873
LSM-7874	BRD-K78556523	7874
LSM-7875	BRD-K78603235	7875
LSM-7876	BRD-K78657294	7876
LSM-7877	BRD-K78764313	7877
LSM-7878	BRD-K78812164	7878
LSM-7879	BRD-K78824440	7879
LSM-7880	BRD-K78832647	7880
LSM-7881	BRD-K78908189	7881
LSM-7882	BRD-K78921480	7882
LSM-7883	BRD-K78961368	7883
LSM-7884	BRD-K78976513	7884
LSM-7885	BRD-K78978845	7885
LSM-7886	BRD-K79064458	7886
LSM-7887	BRD-K79145797	7887
LSM-7888	BRD-K79240958	7888
LSM-7889	BRD-K79275879	7889
LSM-7890	BRD-K79345052	7890
LSM-7891	BRD-K79367755	7891
LSM-7892	BRD-K79861274	7892
LSM-7893	BRD-K79932545	7893
LSM-7894	BRD-K80000073	7894
LSM-7895	BRD-K80003719	7895
LSM-7896	BRD-K80112796	7896
LSM-7897	BRD-K80281472	7897
LSM-7898	BRD-K80442083	7898
LSM-7899	BRD-K80531070	7899
LSM-7900	BRD-K80649837	7900
LSM-7901	BRD-K80694691	7901
LSM-7902	BRD-K80711156	7902
LSM-7903	BRD-K80747759	7903
LSM-7904	BRD-K80866161	7904
LSM-7905	BRD-K81080300	7905
LSM-7906	BRD-K81121951	7906
LSM-7907	BRD-K81291261	7907
LSM-7908	BRD-K81464255	7908
LSM-7909	BRD-K81821583	7909
LSM-7910	BRD-K81858438	7910
LSM-7911	BRD-K81859633	7911
LSM-7912	BRD-K82067034	7912
LSM-7913	BRD-K82367827	7913
LSM-7914	BRD-K82881395	7914
LSM-7915	BRD-K82903423	7915
LSM-7916	BRD-K82906409	7916
LSM-7917	BRD-K82957261	7917
LSM-7918	BRD-K83082136	7918
LSM-7919	BRD-K83241810	7919
LSM-7920	BRD-K83344091	7920
LSM-7921	BRD-K83369119	7921
LSM-7922	BRD-K83435763	7922
LSM-7923	BRD-K83437201	7923
LSM-7924	BRD-K83481956	7924
LSM-7925	BRD-K83631404	7925
LSM-7926	BRD-K83712984	7926
LSM-7927	BRD-K83831887	7927
LSM-7928	BRD-K83879237	7928
LSM-7929	BRD-K84113859	7929
LSM-7930	BRD-K84260700	7930
LSM-7931	BRD-K84271926	7931
LSM-7932	BRD-K84358317	7932
LSM-7933	BRD-K84405221	7933
LSM-7934	BRD-K84447176	7934
LSM-7935	BRD-K84522516	7935
LSM-7936	BRD-K84570482	7936
LSM-7937	BRD-K84797651	7937
LSM-7938	BRD-K84838433	7938
LSM-7939	BRD-K84876223	7939
LSM-7940	BRD-K84909597	7940
LSM-7941	BRD-K85064040	7941
LSM-7942	BRD-K85158753	7942
LSM-7943	BRD-K85301720	7943
LSM-7944	BRD-K85398522	7944
LSM-7945	BRD-K85449516	7945
LSM-7946	BRD-K85967137	7946
LSM-7947	BRD-K85979978	7947
LSM-7948	BRD-K86023266	7948
LSM-7949	BRD-K86194107	7949
LSM-7950	BRD-K86236946	7950
LSM-7951	BRD-K86250672	7951
LSM-7952	BRD-K86390887	7952
LSM-7953	BRD-K86420846	7953
LSM-7954	BRD-K86482074	7954
LSM-7955	BRD-K86524553	7955
LSM-7956	BRD-K86569253	7956
LSM-7957	BRD-K86693846	7957
LSM-7958	BRD-K86752593	7958
LSM-7959	BRD-K86762131	7959
LSM-7960	BRD-K86816409	7960
LSM-7961	BRD-K86872145	7961
LSM-7962	BRD-K86895142	7962
LSM-7963	BRD-K86986466	7963
LSM-7964	BRD-K87062384	7964
LSM-7965	BRD-K87087278	7965
LSM-7966	BRD-K87126403	7966
LSM-7967	BRD-K87217296	7967
LSM-7968	BRD-K87260976	7968
LSM-7969	BRD-K87276639	7969
LSM-7970	BRD-K87286000	7970
LSM-7971	BRD-K87387784	7971
LSM-7972	BRD-K87400432	7972
LSM-7973	BRD-K87434936	7973
LSM-7974	BRD-K87721831	7974
LSM-7975	BRD-K87791256	7975
LSM-7976	BRD-K87811893	7976
LSM-7977	BRD-K87886529	7977
LSM-7978	BRD-K87904079	7978
LSM-7979	BRD-K87990527	7979
LSM-7980	BRD-K88033714	7980
LSM-7981	BRD-K88223257	7981
LSM-7982	BRD-K88306141	7982
LSM-7983	BRD-K88597074	7983
LSM-7984	BRD-K88606952	7984
LSM-7985	BRD-K88786138	7985
LSM-7986	BRD-K88849270	7986
LSM-7987	BRD-K88872152	7987
LSM-7988	BRD-K88914803	7988
LSM-7989	BRD-K89074352	7989
LSM-7990	BRD-K89137409	7990
LSM-7991	BRD-K89326053	7991
LSM-7992	BRD-K89364593	7992
LSM-7993	BRD-K89536088	7993
LSM-7994	BRD-K89796490	7994
LSM-7995	BRD-K89801405	7995
LSM-7996	BRD-K90108396	7996
LSM-7997	BRD-K90146121	7997
LSM-7998	BRD-K90445273	7998
LSM-7999	BRD-K90734139	7999
LSM-8000	BRD-K90827020	8000
LSM-8001	BRD-K90849880	8001
LSM-8002	BRD-K90912017	8002
LSM-8003	BRD-K91019833	8003
LSM-8004	BRD-K91201009	8004
LSM-8005	BRD-K91353140	8005
LSM-8006	BRD-K91424547	8006
LSM-8007	BRD-K91443444	8007
LSM-8008	BRD-K91491104	8008
LSM-8009	BRD-K91573667	8009
LSM-8010	BRD-K91684468	8010
LSM-8011	BRD-K91757634	8011
LSM-8012	BRD-K91775327	8012
LSM-8013	BRD-K91898214	8013
LSM-8014	BRD-K91899208	8014
LSM-8015	BRD-K92014291	8015
LSM-8016	BRD-K92125320	8016
LSM-8017	BRD-K92135892	8017
LSM-8018	BRD-K92191596	8018
LSM-8019	BRD-K92208021	8019
LSM-8020	BRD-K92266998	8020
LSM-8021	BRD-K92372623	8021
LSM-8022	BRD-K92627732	8022
LSM-8023	BRD-K92635027	8023
LSM-8024	BRD-K92639644	8024
LSM-8025	BRD-K92655621	8025
LSM-8026	BRD-K92732825	8026
LSM-8027	BRD-K92741883	8027
LSM-8028	BRD-K92748025	8028
LSM-8029	BRD-K92803302	8029
LSM-8030	BRD-K92841908	8030
LSM-8031	BRD-K92889073	8031
LSM-8032	BRD-K92953664	8032
LSM-8033	BRD-K92967681	8033
LSM-8034	BRD-K92978552	8034
LSM-8035	BRD-K93011670	8035
LSM-8036	BRD-K93061078	8036
LSM-8037	BRD-K93061442	8037
LSM-8038	BRD-K93104606	8038
LSM-8039	BRD-K93165404	8039
LSM-8040	BRD-K93368389	8040
LSM-8041	BRD-K93494062	8041
LSM-8042	BRD-K93494624	8042
LSM-8043	BRD-K93545352	8043
LSM-8044	BRD-K93549834	8044
LSM-8045	BRD-K93569047	8045
LSM-8046	BRD-K93958918	8046
LSM-8047	BRD-K94157828	8047
LSM-8048	BRD-K94263505	8048
LSM-8049	BRD-K94267488	8049
LSM-8050	BRD-K94292824	8050
LSM-8051	BRD-K94303022	8051
LSM-8052	BRD-K94346523	8052
LSM-8053	BRD-K94435288	8053
LSM-8054	BRD-K94465870	8054
LSM-8055	BRD-K94479191	8055
LSM-8056	BRD-K94534355	8056
LSM-8057	BRD-K94597513	8057
LSM-8058	BRD-K94643104	8058
LSM-8059	BRD-K94672699	8059
LSM-8060	BRD-K94766884	8060
LSM-8061	BRD-K94789179	8061
LSM-8062	BRD-K94834134	8062
LSM-8063	BRD-K94882528	8063
LSM-8064	BRD-K94974633	8064
LSM-8065	BRD-K95044179	8065
LSM-8066	BRD-K95190454	8066
LSM-8067	BRD-K95323941	8067
LSM-8068	BRD-K95400509	8068
LSM-8069	BRD-K95438730	8069
LSM-8070	BRD-K95488294	8070
LSM-8071	BRD-K95500387	8071
LSM-8072	BRD-K95664364	8072
LSM-8073	BRD-K95688283	8073
LSM-8074	BRD-K95798815	8074
LSM-8075	BRD-K95852551	8075
LSM-8076	BRD-K96198015	8076
LSM-8077	BRD-K96839003	8077
LSM-8078	BRD-K96839270	8078
LSM-8079	BRD-K97186212	8079
LSM-8080	BRD-K97217923	8080
LSM-8081	BRD-K97307478	8081
LSM-8082	BRD-K97492549	8082
LSM-8083	BRD-K97615779	8083
LSM-8084	BRD-K97648508	8084
LSM-8085	BRD-K97709323	8085
LSM-8086	BRD-K97951470	8086
LSM-8087	BRD-K97959949	8087
LSM-8088	BRD-K98216700	8088
LSM-8089	BRD-K98238711	8089
LSM-8090	BRD-K98611274	8090
LSM-8091	BRD-K98832554	8091
LSM-8092	BRD-K98833727	8092
LSM-8093	BRD-K98846091	8093
LSM-8094	BRD-K98970645	8094
LSM-8095	BRD-K99171789	8095
LSM-8096	BRD-K99192901	8096
LSM-8097	BRD-K99432717	8097
LSM-8098	BRD-K99514625	8098
LSM-8099	BRD-K99691991	8099
LSM-8100	BRD-K99732047	8100
LSM-8101	BRD-K99805333	8101
LSM-8102	BRD-K99808647	8102
LSM-8103	BRD-K00480552	8103
LSM-8104	BRD-K00863274	8104
LSM-8105	BRD-K00977230	8105
LSM-8106	BRD-K01594666	8106
LSM-8107	BRD-K01795516	8107
LSM-8108	BRD-K01876557	8108
LSM-8109	BRD-K01916633	8109
LSM-8110	BRD-K02063190	8110
LSM-8111	BRD-K02257023	8111
LSM-8112	BRD-K02291788	8112
LSM-8113	BRD-K02419152	8113
LSM-8114	BRD-K02563170	8114
LSM-8115	BRD-K02707544	8115
LSM-8116	BRD-K02811477	8116
LSM-8117	BRD-K03155021	8117
LSM-8118	BRD-K03321770	8118
LSM-8119	BRD-K03354008	8119
LSM-8120	BRD-K03937518	8120
LSM-8121	BRD-K04465546	8121
LSM-8122	BRD-K04518829	8122
LSM-8123	BRD-K04882719	8123
LSM-8124	BRD-K05098996	8124
LSM-8125	BRD-K05671817	8125
LSM-8126	BRD-K06162576	8126
LSM-8127	BRD-K06492185	8127
LSM-8128	BRD-K07278381	8128
LSM-8129	BRD-K07833219	8129
LSM-8130	BRD-K07912534	8130
LSM-8131	BRD-K08185175	8131
LSM-8132	BRD-K08464293	8132
LSM-8133	BRD-K08754235	8133
LSM-8134	BRD-K09253654	8134
LSM-8135	BRD-K09324395	8135
LSM-8136	BRD-K09584843	8136
LSM-8137	BRD-K09615275	8137
LSM-8138	BRD-K10232830	8138
LSM-8139	BRD-K10486333	8139
LSM-8140	BRD-K10991887	8140
LSM-8141	BRD-K11022796	8141
LSM-8142	BRD-K12440008	8142
LSM-8143	BRD-K13879491	8143
LSM-8144	BRD-K14738608	8144
LSM-8145	BRD-K14989228	8145
LSM-8146	BRD-K14997413	8146
LSM-8147	BRD-K15234779	8147
LSM-8148	BRD-K15489726	8148
LSM-8149	BRD-K15713104	8149
LSM-8150	BRD-K15953261	8150
LSM-8151	BRD-K16079243	8151
LSM-8152	BRD-K16120913	8152
LSM-8153	BRD-K16769896	8153
LSM-8154	BRD-K18236913	8154
LSM-8155	BRD-K18391257	8155
LSM-8156	BRD-K18699770	8156
LSM-8157	BRD-K18942395	8157
LSM-8158	BRD-K19526326	8158
LSM-8159	BRD-K19712135	8159
LSM-8160	BRD-K20617704	8160
LSM-8161	BRD-K21000135	8161
LSM-8162	BRD-K21305828	8162
LSM-8163	BRD-K21363211	8163
LSM-8164	BRD-K21682170	8164
LSM-8165	BRD-K22177912	8165
LSM-8166	BRD-K22598343	8166
LSM-8167	BRD-K22609494	8167
LSM-8168	BRD-K22865069	8168
LSM-8169	BRD-K23001296	8169
LSM-8170	BRD-K24075340	8170
LSM-8171	BRD-K24321898	8171
LSM-8172	BRD-K25056189	8172
LSM-8173	BRD-K25180881	8173
LSM-8174	BRD-K25595086	8174
LSM-8175	BRD-K25660189	8175
LSM-8176	BRD-K26048698	8176
LSM-8177	BRD-K26087938	8177
LSM-8178	BRD-K26188625	8178
LSM-8179	BRD-K26653603	8179
LSM-8180	BRD-K26682747	8180
LSM-8181	BRD-K26733240	8181
LSM-8182	BRD-K27117623	8182
LSM-8183	BRD-K27371551	8183
LSM-8184	BRD-K27772696	8184
LSM-8185	BRD-K28055782	8185
LSM-8186	BRD-K28927944	8186
LSM-8187	BRD-K29128208	8187
LSM-8188	BRD-K29285912	8188
LSM-8189	BRD-K30312461	8189
LSM-8190	BRD-K30398452	8190
LSM-8191	BRD-K30937833	8191
LSM-8192	BRD-K31147195	8192
LSM-8193	BRD-K31866446	8193
LSM-8194	BRD-K32040163	8194
LSM-8195	BRD-K32854531	8195
LSM-8196	BRD-K33384411	8196
LSM-8197	BRD-K33394674	8197
LSM-8198	BRD-K33480200	8198
LSM-8199	BRD-K33576455	8199
LSM-8200	BRD-K33755346	8200
LSM-8201	BRD-K33760789	8201
LSM-8202	BRD-K33933950	8202
LSM-8203	BRD-K33961669	8203
LSM-8204	BRD-K33968993	8204
LSM-8205	BRD-K34522271	8205
LSM-8206	BRD-K34556006	8206
LSM-8207	BRD-K34800739	8207
LSM-8208	BRD-K34966059	8208
LSM-8209	BRD-K35103917	8209
LSM-8210	BRD-K35964632	8210
LSM-8211	BRD-K36289461	8211
LSM-8212	BRD-K36674158	8212
LSM-8213	BRD-K36691793	8213
LSM-8214	BRD-K36726271	8214
LSM-8215	BRD-K36959991	8215
LSM-8216	BRD-K37081092	8216
LSM-8217	BRD-K37526858	8217
LSM-8218	BRD-K37556799	8218
LSM-8219	BRD-K38587340	8219
LSM-8220	BRD-K38618007	8220
LSM-8221	BRD-K38706806	8221
LSM-8222	BRD-K39158408	8222
LSM-8223	BRD-K39299017	8223
LSM-8224	BRD-K39464795	8224
LSM-8225	BRD-K39767907	8225
LSM-8226	BRD-K40060703	8226
LSM-8227	BRD-K40241713	8227
LSM-8228	BRD-K40294449	8228
LSM-8229	BRD-K40458025	8229
LSM-8230	BRD-K40750649	8230
LSM-8231	BRD-K40958081	8231
LSM-8232	BRD-K41574893	8232
LSM-8233	BRD-K41779994	8233
LSM-8234	BRD-K42435091	8234
LSM-8235	BRD-K42790744	8235
LSM-8236	BRD-K42899395	8236
LSM-8237	BRD-K42982250	8237
LSM-8238	BRD-K42989496	8238
LSM-8239	BRD-K43160803	8239
LSM-8240	BRD-K43782664	8240
LSM-8241	BRD-K43852369	8241
LSM-8242	BRD-K44746563	8242
LSM-8243	BRD-K44843438	8243
LSM-8244	BRD-K45028867	8244
LSM-8245	BRD-K45630356	8245
LSM-8246	BRD-K45740917	8246
LSM-8247	BRD-K45937204	8247
LSM-8248	BRD-K46033477	8248
LSM-8249	BRD-K46322935	8249
LSM-8250	BRD-K47247219	8250
LSM-8251	BRD-K48005659	8251
LSM-8252	BRD-K48053776	8252
LSM-8253	BRD-K48140215	8253
LSM-8254	BRD-K48241951	8254
LSM-8255	BRD-K48279074	8255
LSM-8256	BRD-K48336086	8256
LSM-8257	BRD-K48805168	8257
LSM-8258	BRD-K49457424	8258
LSM-8259	BRD-K49676673	8259
LSM-8260	BRD-K50146767	8260
LSM-8261	BRD-K50325214	8261
LSM-8262	BRD-K50510764	8262
LSM-8263	BRD-K50580743	8263
LSM-8264	BRD-K51106788	8264
LSM-8265	BRD-K51106827	8265
LSM-8266	BRD-K51296348	8266
LSM-8267	BRD-K52240583	8267
